illness_name,complication,sickness
多系统器官功能衰竭,Treatment_of_department,肝性脑病
水痛症,Treatment_of_department,髌股关节疼痛
直肠内套叠,Treatment_of_department,便秘
瘰疬分枝杆菌感染,Treatment_of_department,梅毒
膀胱白斑病,Treatment_of_department,膀胱炎
女性尿瘘,Treatment_of_department,不孕症
女性尿瘘,Treatment_of_department,尿路感染
手足徐动症,Treatment_of_department,帕金森
手足徐动症,Treatment_of_department,手足徐动症
手足徐动症,Treatment_of_department,小儿发作性舞蹈手足徐动症
硒及其化合物引起的皮肤病,Treatment_of_department,皮肤病
嗜血流感杆菌的皮肤感染,Treatment_of_department,蜂窝织炎
锌及其化合物引起的皮肤病,Treatment_of_department,荨麻疹
小儿基底细胞痣综合征,Treatment_of_department,颌骨囊肿
小儿基底细胞痣综合征,Treatment_of_department,基底细胞癌
小儿基底细胞痣综合征,Treatment_of_department,婴儿脑积水
汗腺腺瘤,Treatment_of_department,透明细胞汗腺腺瘤
汗腺腺瘤,Treatment_of_department,乳头状小汗腺腺瘤
汗腺腺瘤,Treatment_of_department,乳头状汗腺腺瘤
小儿维斯科特-奥尔德里奇综合征,Treatment_of_department,咯血
细菌协同性坏疽,Treatment_of_department,气性坏疽
细菌协同性坏疽,Treatment_of_department,蜂窝织炎
蛙粪霉病,Treatment_of_department,瘙痒症
小儿慢性肉芽肿病,Treatment_of_department,肺炎
小儿慢性肉芽肿病,Treatment_of_department,脓胸
小儿慢性肉芽肿病,Treatment_of_department,肺脓肿
种痘并发症,Treatment_of_department,败血症
种痘并发症,Treatment_of_department,血小板减少性紫癜
小汗腺痣,Treatment_of_department,疖
小汗腺痣,Treatment_of_department,基底细胞癌
沙漠疮,Treatment_of_department,脓毒症和菌血症
沙漠疮,Treatment_of_department,心肌炎
小提琴手颈部皮炎,Treatment_of_department,粉刺
继发性皮肤滤泡中心细胞性淋巴瘤,Treatment_of_department,淋巴结炎
匐行穿孔性弹性组织变性,Treatment_of_department,瘙痒症
匐行穿孔性弹性组织变性,Treatment_of_department,脓毒症和菌血症
冷球蛋白血症肾损害,Treatment_of_department,尿毒症
汞及其化合物引起的皮肤病,Treatment_of_department,精神障碍
炎症后黑变病,Treatment_of_department,抑郁症
焦油性黑变病,Treatment_of_department,皮肤瘙痒症
反应性穿孔性胶原病,Treatment_of_department,脓毒症和菌血症
小儿脊柱裂,Treatment_of_department,髋关节脱位
小儿脊柱裂,Treatment_of_department,脑积水
皮肤卟啉病,Treatment_of_department,系统性红斑狼疮
皮肤卟啉病,Treatment_of_department,贫血
苔藓样结核疹,Treatment_of_department,肺结核
苔藓样结核疹,Treatment_of_department,骨结核
家族性进行性色素沉着,Treatment_of_department,虹膜色素痣
家族性进行性色素沉着,Treatment_of_department,眶周色素沉着
复发性线性棘层松解性皮肤病,Treatment_of_department,瘙痒症
石棉业所致的皮肤病,Treatment_of_department,鸡眼
土肥对称性肢端色素沉着症,Treatment_of_department,抑郁症
小儿马方综合征,Treatment_of_department,主动脉瓣狭窄
小儿马方综合征,Treatment_of_department,晶体脱位
小儿马方综合征,Treatment_of_department,脑蛛网膜下腔出血
小汗腺汗囊肿,Treatment_of_department,瘙痒症
结节性脆发病,Treatment_of_department,灰指甲
念珠状发,Treatment_of_department,脓毒症和菌血症
良性头部组织细胞增生症,Treatment_of_department,脓毒症和菌血症
小儿弹性假黄瘤,Treatment_of_department,消化道出血
小儿弹性假黄瘤,Treatment_of_department,血尿
小儿弹性假黄瘤,Treatment_of_department,高血压
婴儿腹部远心性脂肪营养不良,Treatment_of_department,糖尿病
链球菌坏死,Treatment_of_department,败血症肾损害
铬及其化合物引起的皮肤病,Treatment_of_department,哮喘
铬及其化合物引起的皮肤病,Treatment_of_department,贫血
丹吉尔病,Treatment_of_department,心肌梗塞
钱币状掌跖角化病,Treatment_of_department,瘙痒症
须部假毛囊炎,Treatment_of_department,脓毒症和菌血症
后天性大疱性表皮松解,Treatment_of_department,脓毒症和菌血症
蕈样真菌病和Sezary综合征,Treatment_of_department,淋巴瘤
非梭状芽胞杆菌肌坏死,Treatment_of_department,贫血
新生儿皮下脂肪坏死,Treatment_of_department,全身脂肪代谢障碍
婴儿肢端脓疱病,Treatment_of_department,肾小球肾炎
婴儿肢端脓疱病,Treatment_of_department,急性淋巴管炎
多杀巴斯德杆菌病,Treatment_of_department,骨膜炎
多杀巴斯德杆菌病,Treatment_of_department,骨髓炎
对苯二胺皮炎,Treatment_of_department,接触性皮炎
药物反应性甲病,Treatment_of_department,肝损伤
进行性肢端黑变病,Treatment_of_department,脓毒症和菌血症
特发性皮肤钙化病,Treatment_of_department,变应性皮肤血管炎
特发性皮肤钙化病,Treatment_of_department,基底核钙化症
外伤性脂肪坏死,Treatment_of_department,坏死性结节病样肉芽肿病
小儿多发性硬化,Treatment_of_department,肝脓肿
反应性浆细胞增多症,Treatment_of_department,弥散性血管内凝血
溶血性链球菌性坏疽,Treatment_of_department,肾炎
溶血性链球菌性坏疽,Treatment_of_department,高血压
漆所致皮肤病,Treatment_of_department,毛囊炎
拉休尤-格拉哈姆-利特尔综合征,Treatment_of_department,头癣
泛发性特发性毛细血管扩张,Treatment_of_department,泛发性特发性毛细血管扩张
间质性膀胱炎、局限性外阴炎和脱屑性阴道炎综合征,Treatment_of_department,肾积水
间质性膀胱炎、局限性外阴炎和脱屑性阴道炎综合征,Treatment_of_department,肾盂肾炎
扩张孔,Treatment_of_department,脓毒症和菌血症
睑皮松垂症,Treatment_of_department,睑皮松垂症
汞皮炎,Treatment_of_department,皮炎
小儿肠病性肢端皮炎,Treatment_of_department,小儿营养不良
小儿肠病性肢端皮炎,Treatment_of_department,小儿鹅口疮
色素性口周红斑,Treatment_of_department,脓毒症和菌血症
小棘毛壅病,Treatment_of_department,脓毒症和菌血症
毛鞘棘皮瘤,Treatment_of_department,脓毒症和菌血症
医源性多毛症,Treatment_of_department,中老年男子部分性雄激素缺乏综合征
镍皮炎,Treatment_of_department,荨麻疹
小儿结节性硬化症,Treatment_of_department,消化道出血
海胆刺伤及海胆肉芽肿,Treatment_of_department,面瘫
肾下垂,Treatment_of_department,慢性肾炎
肾下垂,Treatment_of_department,肾积水
肾下垂,Treatment_of_department,肾结石
小儿豹皮综合征,Treatment_of_department,癫痫
钴及其化合物引起的皮肤病,Treatment_of_department,瘙痒症
痛性青紫综合征,Treatment_of_department,消化道出血
痛性青紫综合征,Treatment_of_department,脑出血
痛性青紫综合征,Treatment_of_department,肾脏损伤
胫骨结节骨软骨病,Treatment_of_department,骨关节炎
肠系膜上动脉压迫综合征,Treatment_of_department,营养不良
先天性肺囊肿,Treatment_of_department,气胸
先天性肺囊肿,Treatment_of_department,血胸
溃疡病穿孔,Treatment_of_department,休克
溃疡病穿孔,Treatment_of_department,急性腹膜炎
婴儿肢端脓皮病,Treatment_of_department,脓毒症和菌血症
佩吉特病样网状细胞增生症,Treatment_of_department,淋巴瘤
洛博芽生菌病,Treatment_of_department,结节性红斑
房性心动过速,Treatment_of_department,房性心动过速伴房室传导阻滞
房性心动过速,Treatment_of_department,自律性房性心动过速
房性心动过速,Treatment_of_department,多源性房性心动过速
肠气肿综合征,Treatment_of_department,肠扭转
肠气肿综合征,Treatment_of_department,肠梗阻
小脑扁桃体下疝畸形,Treatment_of_department,小脑扁桃体下疝
阿米巴肝脓肿,Treatment_of_department,心包炎
阿米巴肝脓肿,Treatment_of_department,腹膜炎
结肠扭转,Treatment_of_department,腹膜炎
膀胱结核,Treatment_of_department,尿道狭窄
膀胱结核,Treatment_of_department,结核性膀胱自发破裂
颈椎脱位,Treatment_of_department,颈椎骨折伴脱位的损伤
颈椎脱位,Treatment_of_department,颈椎后脱位
颈椎脱位,Treatment_of_department,颈椎骨折脱位
张力性气胸,Treatment_of_department,胸腔积液
急性出血坏死型胰腺炎,Treatment_of_department,休克
气管梗阻,Treatment_of_department,休克
胸壁软组织损伤,Treatment_of_department,血胸
胸壁软组织损伤,Treatment_of_department,气胸
色素沉着绒毛结节性滑膜炎,Treatment_of_department,髌股关节疼痛
眼球破裂伤,Treatment_of_department,交感性眼炎
耳后骨膜下脓肿,Treatment_of_department,骨膜炎
腕舟骨骨折,Treatment_of_department,创伤性关节炎
腕舟骨骨折,Treatment_of_department,骨折
网膜炎,Treatment_of_department,胆囊炎
网膜炎,Treatment_of_department,阑尾炎
网膜炎,Treatment_of_department,胃、十二指肠溃疡急性穿孔
新生儿先天性胆道闭锁,Treatment_of_department,肝硬化
新生儿先天性胆道闭锁,Treatment_of_department,消化道出血
新生儿先天性胆道闭锁,Treatment_of_department,贫血
腕舟状骨骨折,Treatment_of_department,骨折
眼眶骨折,Treatment_of_department,眼球突出
股骨骨折,Treatment_of_department,股骨干骨折
股骨骨折,Treatment_of_department,股骨颈骨折
股骨骨折,Treatment_of_department,股骨髁上骨折
脚气病性心脏病,Treatment_of_department,心源性休克
脚气病性心脏病,Treatment_of_department,充血性心力衰竭
婴幼儿脐疝,Treatment_of_department,肠梗阻
婴幼儿脐疝,Treatment_of_department,腹膜炎
等渗性脱水,Treatment_of_department,休克
血栓性浅静脉炎,Treatment_of_department,脓毒症和菌血症
艾滋病人的急性阑尾炎,Treatment_of_department,急性阑尾炎
肠系膜上动脉栓塞,Treatment_of_department,休克
寰枢关节脱位,Treatment_of_department,脊髓压迫症
寰枢关节脱位,Treatment_of_department,寰枢关节脱位
寰枢关节脱位,Treatment_of_department,寰枢椎脱位
男性青春期乳房发育,Treatment_of_department,乳房单纯囊肿
乳房神经纤维瘤,Treatment_of_department,伴有脂肪瘤样痣的褶皱皮肤
细菌性肝脓肿,Treatment_of_department,胆道出血
颈部脊髓损伤,Treatment_of_department,瘫痪
尺骨鹰嘴骨折,Treatment_of_department,创伤性关节炎
心脏肿瘤,Treatment_of_department,心脏转移性恶性黑色素瘤
心脏肿瘤,Treatment_of_department,心脏乳头样弹性纤维瘤
心脏肿瘤,Treatment_of_department,心脏转移瘤
无睾症,Treatment_of_department,阳痿
无睾症,Treatment_of_department,无精症
血管肉瘤,Treatment_of_department,充血性心力衰竭
胃黏膜脱垂,Treatment_of_department,胃炎
胃黏膜脱垂,Treatment_of_department,消化性溃疡
胃黏膜脱垂,Treatment_of_department,幽门梗阻
肱骨骨折,Treatment_of_department,肱骨干骨折
肱骨骨折,Treatment_of_department,肱骨髁间骨折
肱骨骨折,Treatment_of_department,肱骨外科颈骨折
白线疝,Treatment_of_department,功能性呕吐
脊髓栓系综合征,Treatment_of_department,脊柱裂
脊髓栓系综合征,Treatment_of_department,高弓足
脊髓栓系综合征,Treatment_of_department,脑积水
桡骨骨折,Treatment_of_department,桡骨干骨折
桡骨骨折,Treatment_of_department,桡骨茎突骨折
桡骨骨折,Treatment_of_department,桡骨头骨折
颅骨缺损,Treatment_of_department,脑萎缩
胆源性慢性胰腺炎,Treatment_of_department,黄疸
胆源性慢性胰腺炎,Treatment_of_department,肝硬化
四肢血栓性浅静脉炎,Treatment_of_department,肺栓塞
四肢血栓性浅静脉炎,Treatment_of_department,血栓形成
四肢血栓性浅静脉炎,Treatment_of_department,静脉血栓形成
肘外翻,Treatment_of_department,骨折
肘外翻,Treatment_of_department,尺神经损伤
肘外翻,Treatment_of_department,神经炎
缺血性坏死,Treatment_of_department,髌股关节疼痛
十二指肠淤积症,Treatment_of_department,肠梗阻
胸主动脉夹层动脉瘤,Treatment_of_department,心肌梗塞
胸主动脉夹层动脉瘤,Treatment_of_department,猝死
脑瘫,Treatment_of_department,癫痫
颅内占位性病变引起的头痛,Treatment_of_department,视神经萎缩
绝经期关节炎,Treatment_of_department,高血压
绝经期关节炎,Treatment_of_department,糖尿病
绝经期关节炎,Treatment_of_department,失眠症
原发性硬化性胆管炎,Treatment_of_department,肝性脑病
原发性硬化性胆管炎,Treatment_of_department,拉肚子
原发性硬化性胆管炎,Treatment_of_department,肝脓肿
阴囊坏疽,Treatment_of_department,心肌炎
颧骨骨折,Treatment_of_department,眼球突出症
颧骨骨折,Treatment_of_department,眼球后退综合征
上肢深静脉血栓形成,Treatment_of_department,老年人肺栓塞
小儿腹股沟斜疝,Treatment_of_department,肠梗阻
化学烧伤,Treatment_of_department,肾衰
化学烧伤,Treatment_of_department,贫血
成人骨坏死,Treatment_of_department,髋关节脱位
幼年型类风湿性关节炎,Treatment_of_department,青光眼
幼年型类风湿性关节炎,Treatment_of_department,强直性脊柱炎
幼年型类风湿性关节炎,Treatment_of_department,弥散性血管内凝血
类固醇后脂膜炎,Treatment_of_department,肥胖症
类固醇后脂膜炎,Treatment_of_department,股骨头坏死
Alagille综合征,Treatment_of_department,黄疸
慢性骨髓炎,Treatment_of_department,肘关节强直
脓包型银屑病,Treatment_of_department,湿疹
脓包型银屑病,Treatment_of_department,慢性湿疹
成人腹股沟斜疝,Treatment_of_department,便秘
成人腹股沟斜疝,Treatment_of_department,肠梗阻
化脓性指头炎,Treatment_of_department,化脓性关节炎
先天自愈性朗格汉斯组织细胞增生症,Treatment_of_department,瘙痒症
先天自愈性朗格汉斯组织细胞增生症,Treatment_of_department,脓毒症和菌血症
急性心包炎,Treatment_of_department,急性心包炎
急性心包炎,Treatment_of_department,肝硬化
砷及其化合物引起的皮肤病,Treatment_of_department,肺癌
锁骨下动脉盗血综合征,Treatment_of_department,意识障碍
立克次体痘,Treatment_of_department,肿胀
妊娠合并硬皮病,Treatment_of_department,红斑狼疮
妊娠合并硬皮病,Treatment_of_department,皮肌炎
妊娠合并硬皮病,Treatment_of_department,干燥综合征
颅内低压性头痛,Treatment_of_department,眩晕
颅内低压性头痛,Treatment_of_department,意识障碍
鼻中隔穿孔,Treatment_of_department,风寒头痛
鼻中隔穿孔,Treatment_of_department,血虚头痛
颈静脉球瘤,Treatment_of_department,脑脊液漏
颈静脉球瘤,Treatment_of_department,脑膜炎
脾-肝综合征,Treatment_of_department,贫血
脾-肝综合征,Treatment_of_department,消化道出血
海绵窦血栓,Treatment_of_department,视神经萎缩
骶骼筋膜脂肪疝,Treatment_of_department,疝气
系统性红斑狼疮性关节炎,Treatment_of_department,化脓性关节炎
系统性红斑狼疮性关节炎,Treatment_of_department,血管炎
系统性红斑狼疮性关节炎,Treatment_of_department,动脉栓塞
小儿先天性睾丸发育不全,Treatment_of_department,外阴阴道性不孕
毛孢子菌病,Treatment_of_department,脑膜炎
毛孢子菌病,Treatment_of_department,腹膜炎
输尿管损伤,Treatment_of_department,尿瘘
输尿管损伤,Treatment_of_department,肾积水
面神经损伤,Treatment_of_department,暴露性角膜炎
手足发绀症,Treatment_of_department,肿胀
小儿室间隔缺损,Treatment_of_department,亚急性感染性心内膜炎
小儿室间隔缺损,Treatment_of_department,心力衰竭
习惯性髌骨脱位,Treatment_of_department,骨关节炎
色素绒毛结节性滑膜炎,Treatment_of_department,骨巨细胞瘤
小儿尿道下裂,Treatment_of_department,腹股沟斜疝
小儿尿道下裂,Treatment_of_department,肾盂输尿管连接部梗阻
股疝,Treatment_of_department,肠瘘
腹部创伤,Treatment_of_department,腹膜炎
颈椎后纵韧带骨化症,Treatment_of_department,脱水
颈椎后纵韧带骨化症,Treatment_of_department,瘫痪
肛门异位,Treatment_of_department,阴囊炎
小儿烧伤,Treatment_of_department,菌血症
小儿烧伤,Treatment_of_department,休克
孤立性直肠溃疡综合征,Treatment_of_department,直肠脱垂
结核性心包炎,Treatment_of_department,心原性肝硬化
血胸,Treatment_of_department,气胸
血胸,Treatment_of_department,血气胸
血胸,Treatment_of_department,休克
肠系膜脂肪炎,Treatment_of_department,肠梗阻
腹内疝,Treatment_of_department,休克
腹内疝,Treatment_of_department,腹膜炎
腘肌肌腱炎,Treatment_of_department,肿胀
腘肌肌腱炎,Treatment_of_department,骨折
变形性骨炎,Treatment_of_department,骨折
变形性骨炎,Treatment_of_department,耳聋
产后泌尿道感染,Treatment_of_department,妊娠合并急性肾盂肾炎
产后泌尿道感染,Treatment_of_department,贫血
产后泌尿道感染,Treatment_of_department,肺水肿
脑蛛网膜下腔出血,Treatment_of_department,低钠血症
颈椎半脱位,Treatment_of_department,骨质增生
颈椎半脱位,Treatment_of_department,颈椎病
胆囊管综合征,Treatment_of_department,慢性胆囊炎
尿瘘,Treatment_of_department,盆腔炎
颞动脉炎,Treatment_of_department,重症肌无力
颞动脉炎,Treatment_of_department,慢性溃疡性结肠炎
颈椎结核,Treatment_of_department,咽后脓肿
颈椎结核,Treatment_of_department,瘫痪
颈椎结核,Treatment_of_department,颈椎病
肌疝,Treatment_of_department,肿胀
创伤性鼻出血,Treatment_of_department,休克
银屑病甲,Treatment_of_department,银屑病关节炎及其伴发的葡萄膜炎
银屑病甲,Treatment_of_department,银屑病关节炎性巩膜炎
趾间神经痛,Treatment_of_department,灼性神经痛
急性出血性坏死性小肠炎,Treatment_of_department,休克
胆汁性腹膜炎,Treatment_of_department,休克
胆汁性腹膜炎,Treatment_of_department,肠梗阻
手部伸肌腱损伤,Treatment_of_department,骨折
原发性下肢静脉瓣膜关闭不全,Treatment_of_department,皮炎
早期婴儿型癫痫性脑病,Treatment_of_department,婴儿痉挛症
肠扭转,Treatment_of_department,横结肠扭转
肠扭转,Treatment_of_department,盲肠扭转
肠扭转,Treatment_of_department,乙状结肠扭转
胃轻瘫综合征,Treatment_of_department,神经性厌食症
胃轻瘫综合征,Treatment_of_department,糖尿病
胰腺损伤,Treatment_of_department,胰瘘
胰腺损伤,Treatment_of_department,腹腔脓肿
胰腺损伤,Treatment_of_department,麻痹性肠梗阻
阑尾类癌,Treatment_of_department,肺癌
阑尾类癌,Treatment_of_department,肝癌
阑尾类癌,Treatment_of_department,腹腔脓肿
急性脓肿,Treatment_of_department,蜂窝织炎
肠间脓肿,Treatment_of_department,肠梗阻
急性弥漫性腹膜炎,Treatment_of_department,代谢性酸中毒
乳房缺少症,Treatment_of_department,急性乳腺炎
颞骨骨折,Treatment_of_department,脑脊液漏
颞骨骨折,Treatment_of_department,面瘫
颞骨骨折,Treatment_of_department,眼球震颤
烧伤后心功能障碍,Treatment_of_department,心源性休克
烧伤后心功能障碍,Treatment_of_department,急性心肌梗死
烧伤后心功能障碍,Treatment_of_department,急性心包炎
溃疡病急性穿孔,Treatment_of_department,休克
小儿急性胆囊炎,Treatment_of_department,胆管炎
小儿急性胆囊炎,Treatment_of_department,中毒性休克综合征
小儿急性胆囊炎,Treatment_of_department,胆汁性腹膜炎
尿道黏膜脱垂,Treatment_of_department,尿路感染
前斜角肌综合征,Treatment_of_department,手足发绀症
前斜角肌综合征,Treatment_of_department,肿胀
食管破裂,Treatment_of_department,血管畸形引起的吞咽困难
升主动脉瘤,Treatment_of_department,冠状动脉瘤
升主动脉瘤,Treatment_of_department,主动脉瘤
升主动脉瘤,Treatment_of_department,胸主动脉夹层动脉瘤
跟腱前囊炎,Treatment_of_department,肿胀
食管穿孔,Treatment_of_department,休克
动静脉瘘,Treatment_of_department,先天性冠状动脉瘘
动静脉瘘,Treatment_of_department,肾动静脉瘘
动静脉瘘,Treatment_of_department,先天性动静脉瘘
鼻窦创伤,Treatment_of_department,鼻窦炎
鼻窦创伤,Treatment_of_department,骨髓炎
鼓膜外伤,Treatment_of_department,耳聋
鼓膜外伤,Treatment_of_department,骨折
胰瘘,Treatment_of_department,腹膜炎
胰瘘,Treatment_of_department,失血性休克
胰瘘,Treatment_of_department,脱水
急性动脉栓塞,Treatment_of_department,代谢性酸中毒
急性动脉栓塞,Treatment_of_department,肾衰
头皮损伤,Treatment_of_department,头皮感染
头皮损伤,Treatment_of_department,帽状腱膜下脓肿
慢性心包炎,Treatment_of_department,心力衰竭
肋骨骨髓炎,Treatment_of_department,肘关节强直与纤维性僵硬
扭转痉挛,Treatment_of_department,痉挛性斜颈
鼓室硬化症,Treatment_of_department,耳膜穿孔
绝经期尿失禁,Treatment_of_department,压力性尿失禁
异物伤,Treatment_of_department,急性蜂窝组织炎
Friedreich共济失调症,Treatment_of_department,心力衰竭
急性脓胸,Treatment_of_department,慢性脓胸
僵鉧,Treatment_of_department,疣
巴瑞特综合征,Treatment_of_department,溃疡病出血
胰腺假囊肿,Treatment_of_department,门静脉高压
胰腺假囊肿,Treatment_of_department,消化道出血
门静脉海绵样变,Treatment_of_department,黄疸
旋转带肌腱炎,Treatment_of_department,脊髓性肌萎缩症
食管念珠菌感染,Treatment_of_department,念珠菌病
食管念珠菌感染,Treatment_of_department,肺炎
脊椎椎弓峡部裂,Treatment_of_department,脊椎结核
肾动脉栓塞,Treatment_of_department,肾衰
骨软骨病,Treatment_of_department,跟骨骨骺骨软骨病
骨软骨病,Treatment_of_department,髌骨骨软骨病
骨软骨病,Treatment_of_department,跖骨头骨软骨病
口腔颌面部皮样、表皮样囊肿,Treatment_of_department,口炎
口腔颌面部皮样、表皮样囊肿,Treatment_of_department,口腔粘膜病
肺损伤,Treatment_of_department,纵隔气肿
肺损伤,Treatment_of_department,肺脓肿
急性硬脑膜外血肿,Treatment_of_department,上消化道出血
胰腺真性囊肿,Treatment_of_department,消化道出血
胰腺真性囊肿,Treatment_of_department,胸腔积液
黄色肉芽肿性肾盂肾炎,Treatment_of_department,高血压
黄色肉芽肿性肾盂肾炎,Treatment_of_department,梗阻性肾病
藏毛性疾病,Treatment_of_department,鳞状细胞癌
藏毛性疾病,Treatment_of_department,汗孔周围炎及多发性汗腺脓肿
藏毛性疾病,Treatment_of_department,穿凿脓肿性头部毛囊炎及毛囊周围炎
典型预激综合征,Treatment_of_department,猝死
胃憩室,Treatment_of_department,上消化道出血
胃憩室,Treatment_of_department,胃穿孔
足舟状骨骨软骨病,Treatment_of_department,创伤性关节炎
结肠破裂,Treatment_of_department,结肠瘘
慢性缩窄性心包炎,Treatment_of_department,肾衰
外隐斜,Treatment_of_department,睑缘炎
小儿先天性胆总管囊肿,Treatment_of_department,胰腺炎
小儿先天性胆总管囊肿,Treatment_of_department,胆汁性肝硬化
小儿先天性胆总管囊肿,Treatment_of_department,门静脉高压症
主动脉瓣狭窄合并关闭不全,Treatment_of_department,充血性心力衰竭
主动脉瓣狭窄合并关闭不全,Treatment_of_department,感染性心内膜炎
肾钙乳,Treatment_of_department,尿道结石
小儿脾大,Treatment_of_department,脾功能亢进
小儿脾大,Treatment_of_department,溶血性贫血
二尖瓣环钙化,Treatment_of_department,心力衰竭
二尖瓣环钙化,Treatment_of_department,肺水肿
二尖瓣环钙化,Treatment_of_department,动脉栓塞
肥胖性心肌病,Treatment_of_department,高血压
肥胖性心肌病,Treatment_of_department,充血性心力衰竭
心血管和血栓栓塞综合征,Treatment_of_department,血栓性静脉炎
心血管和血栓栓塞综合征,Treatment_of_department,雷诺病
肘关节结核,Treatment_of_department,肿胀
膀胱瘘,Treatment_of_department,直肠阴道瘘
胸骨裂,Treatment_of_department,左心房心律
α1抗胰蛋白酶缺乏性肝病,Treatment_of_department,肝硬化
肢端肥大症性心肌病,Treatment_of_department,心力衰竭
异位急性阑尾炎,Treatment_of_department,腹腔脓肿
异位急性阑尾炎,Treatment_of_department,肠梗阻
异位急性阑尾炎,Treatment_of_department,败血症
胸椎结核椎旁脓肿穿入胸腔,Treatment_of_department,肺不张
胸椎结核椎旁脓肿穿入胸腔,Treatment_of_department,肺结核
先天性肛门直肠狭窄,Treatment_of_department,肠梗阻
先天性肛门直肠狭窄,Treatment_of_department,中毒性休克综合征
先天性肛门直肠狭窄,Treatment_of_department,脱水
颅底凹陷症,Treatment_of_department,脑积水
颅底凹陷症,Treatment_of_department,佝偻病
颅底凹陷症,Treatment_of_department,类风湿性关节炎
后尿道瓣膜,Treatment_of_department,肾功能不全
肾盂输尿管连接部梗阻,Treatment_of_department,肾积水
腹茧症,Treatment_of_department,肠梗阻
颈椎过伸性损伤,Treatment_of_department,颈椎病
心内膜炎,Treatment_of_department,勒夫勒心内膜炎
心内膜炎,Treatment_of_department,非细菌性血栓性心内膜炎
心内膜炎,Treatment_of_department,老年人心内膜炎
肘关节强直,Treatment_of_department,肘关节强直与纤维性僵硬
婴儿手足搐搦症,Treatment_of_department,肉痉
老年心肌病,Treatment_of_department,心力衰竭
开放性气胸,Treatment_of_department,胸腔积液
开放性气胸,Treatment_of_department,血气胸
埃莱尔-当洛综合征,Treatment_of_department,先天性心脏病
畸形性骨炎,Treatment_of_department,原发性甲状旁腺功能亢进症
畸形性骨炎,Treatment_of_department,骨肉瘤
短肠综合征,Treatment_of_department,营养不良
面神经瘤,Treatment_of_department,神经鞘瘤
面神经瘤,Treatment_of_department,眩晕
单侧肾缺如,Treatment_of_department,肛门闭锁
隐匿型乳腺癌,Treatment_of_department,胸腔积液
膈肌膨出,Treatment_of_department,肠梗阻
下肢交通静脉瓣膜关闭不全,Treatment_of_department,血管瘤
小儿单纯性血尿,Treatment_of_department,贫血
小儿单纯性血尿,Treatment_of_department,尿路感染
弥漫性筋膜炎,Treatment_of_department,再生障碍性贫血
弥漫性筋膜炎,Treatment_of_department,白血病
鼻中隔血肿,Treatment_of_department,急性脓肿
鼻中隔血肿,Treatment_of_department,鼻中隔脓肿
间充质软骨肉瘤,Treatment_of_department,软骨肉瘤
闭合性脑外伤,Treatment_of_department,多发性颅内血肿
闭合性脑外伤,Treatment_of_department,尿路感染
闭合性脑外伤,Treatment_of_department,褥疮
脾脓肿,Treatment_of_department,急性弥漫性腹膜炎
眼眶骨膜炎,Treatment_of_department,睑外翻
眼眶骨膜炎,Treatment_of_department,脑膜炎
腰疝,Treatment_of_department,肠梗阻
股动脉瘤,Treatment_of_department,血栓形成
新生儿头颅血肿,Treatment_of_department,新生儿失血性贫血
新生儿头颅血肿,Treatment_of_department,休克
新生儿头颅血肿,Treatment_of_department,分流性高胆红素血症综合征
单发性骨软骨瘤,Treatment_of_department,血管损伤
先天性膈疝,Treatment_of_department,肺动脉高压
先天性膈疝,Treatment_of_department,肺不张
痛风性心肌病,Treatment_of_department,心肌梗塞
痛风性心肌病,Treatment_of_department,心绞痛
脑损伤后综合征,Treatment_of_department,多汗症
梅克尔憩室,Treatment_of_department,肠梗阻
梅克尔憩室,Treatment_of_department,小儿消化性溃疡
胰腺囊腺瘤和囊腺癌,Treatment_of_department,胆囊结石
胰腺囊腺瘤和囊腺癌,Treatment_of_department,急性胰腺炎
胰腺囊腺瘤和囊腺癌,Treatment_of_department,糖尿病
创伤性膈疝,Treatment_of_department,中毒性休克综合征
缺血性肠绞痛,Treatment_of_department,肠梗阻
缺血性肠绞痛,Treatment_of_department,营养不良
手掌深部间隙感染,Treatment_of_department,败血症
手掌深部间隙感染,Treatment_of_department,休克
手掌深部间隙感染,Treatment_of_department,骨髓炎
慢性脓胸,Treatment_of_department,肿胀
慢性脓胸,Treatment_of_department,多重肺部感染
腹膜后血肿,Treatment_of_department,休克
腹膜后血肿,Treatment_of_department,腹膜炎
胸壁静脉炎,Treatment_of_department,血栓性静脉炎
老年人尿失禁,Treatment_of_department,湿疹
老年人尿失禁,Treatment_of_department,老年褥疮
老年人尿失禁,Treatment_of_department,抑郁症
经腹会阴直肠癌根治术后盆底腹膜疝,Treatment_of_department,气腹痛
经腹会阴直肠癌根治术后盆底腹膜疝,Treatment_of_department,肠梗阻
舌甲状腺,Treatment_of_department,阻塞性睡眠呼吸暂停综合征
软腭癌,Treatment_of_department,吞入异物
软腭癌,Treatment_of_department,吞气症
创伤性窒息,Treatment_of_department,肋骨骨折
四肢血管损伤,Treatment_of_department,休克
靶样含铁血黄素沉积性血管瘤,Treatment_of_department,血管瘤
颗粒细胞瘤,Treatment_of_department,皮肤纤维瘤
颗粒细胞瘤,Treatment_of_department,卵泡囊肿
颈部血管瘤,Treatment_of_department,锥体外系疾病
老年人自发性气胸,Treatment_of_department,纵隔气肿
老年人自发性气胸,Treatment_of_department,血气胸
老年人自发性气胸,Treatment_of_department,肺炎
腹膜后肿瘤,Treatment_of_department,淋巴瘤
