name,detail,info_match
尿结晶,检查是检查的内容之一。尿中出现结晶(crystal)称晶体尿(crystaluria)。除包括草酸钙、磷酸钙、磷酸镁铵(磷酸三盐)、及尿酸盐等结晶外，还包括磺胺及其它药物析出的结晶。尿液中是否析出结晶，取决于这些物质在尿液中的溶解度、PH、温度及胶体状况等因素，当种种促进与抑制结晶析出的因子和使尿液过饮和状态维持稳定动态平衡的因素失衡时，则可见结晶析出。尿液中的结晶可包括代谢性和病理性两种，代谢性多来自于饮食，一般无太大意义，持续大量出现可能提示与相关。病理性结晶则与疾病有关。,"{'price': {'price': '￥5-￥10'}, 'notice': {'notice': '检查前：禁止剧烈运动，保持良好的饮食和作息，检查前一周停用甘草、生胃酮、苯丙胺、两性霉素B、巴比妥等药物。检查前3天禁饮酒。'}}"
血清透明质酸,(hyaluronic acid，HA)是一种大分子葡萄氨基多糖，分子量为4000万～8000万，主要由间质细胞合成。HA主要存在于结缔组织、、关节液、软骨及玻璃体液等处。构成该部位的组织基质。血清HA是反映肝内皮细胞功能，反映活动性纤维化，预测的良好指标。,"{'price': {'price': '￥15-￥60'}, 'notice': {'notice': '当肝肾功能受损时，分解透明质酸的能力降低，使血清中透明质酸升高，与病变程度成正比。'}}"
血清白蛋白,血清白蛋白是血清总蛋白的主要蛋白质成分，由合成。它在维持血液胶体渗透压、体内代谢物质运输、营养等方面均起着很重要的作用。肝脏疾患时常常检测血清白蛋白含量来协助诊断，判断预后。由于白蛋白半衰期约为19天，所以当肝脏病变时，往往要到一定时间和一定的程度才能够出现白蛋白的变化。,"{'price': {'price': '￥14'}, 'notice': {'notice': ''}}"
3.8sα2-糖蛋白,3.8S α2-糖蛋白因其氨基酸组成中含大量残基，故又称为富组氨酸糖蛋白(HRG)。在体内主要与肝素结合，对凝血、纤溶、免疫功能具有调节作用。此外还可结合少量的血红素与胆红素，是一种多功能蛋白质。在肝细胞中合成。HRG可作为监测移植物抗宿主发生、发展的指标。动物试验提示HRG为一种负急性反应物。,"{'price': {'price': '￥10-￥100'}, 'notice': {'notice': '不适宜人群：正常足月新生，正常妊娠中、晚期妇女，口服避孕药后的正常妇女。'}}"
血清乙肝表面抗原,乙型肝炎病毒表面抗原（HBs）指乙型肝炎病毒外壳部分所含的小球形颗粒与管型颗粒，现分为八种不同亚型和两种混合亚型。  乙型肝炎病毒表面抗原在乙型肝炎病毒感染早期出现于病人血循环中，可持续数月、数年乃至终身，是诊断乙型肝炎病毒感染最常用的指标。但在所谓乙型肝炎病毒感染的窗口期，乙型肝炎病毒表面抗原可以阴性，而乙型肝炎病毒核心抗体等血清学标志则可阳性。,"{'price': {'price': '￥8-￥30'}, 'notice': {'notice': ''}}"
血清戊肝IgG抗体,HEV是戊型的病原体，属病毒。HEV感染引起的症状类似于甲肝，易引起发流行，由HEV污染的水经粪-口传播。其血清学检查一般采用ELISA法检测抗HEV-IgG。戊型肝炎(Hepatitis E，HE)是由戊型肝炎病毒(Hepatitis E virus，HEV)引起的经消化道传播的急性传染病，发病率逐年升高，目前尚无特效治疗方法，也无特异性被动和主动免疫制剂可供预防。,"{'price': {'price': '￥69-￥70'}, 'notice': {'notice': '至于抗-HEV是否为保护性抗体，目前倾向于有一定的保护力，但还是不很清楚。'}}"
红细胞血清总胆红素,是、等含铁卟啉化合物在体内的代谢产物。血清中胆红素即未结合胆红素和结合胆红素。当肝细胞损伤、胆管阻塞、红细胞破坏增加或寿命缩短时，胆红素代谢常发生异常，临床上即出现。胆红素代谢检查主要用于了解有无黄疸、程度，并鉴定其类型。,"{'price': {'price': '￥5-￥10'}, 'notice': {'notice': '不适宜人群：暂时没有  检查前：出现皮肤黄、小便黄和眼睛黄症状，新生儿在24小时以内出现的皮肤、巩膜发黄，被叫做新生儿生理性黄疸，都要进行检查  检查后：不要单单的依靠药物来治疗，饮食上也应该注意，养成良好的饮食习惯，不但能够对病情起到缓解的作用，还能够配合药物治疗抑制病情的发展。'}}"
血清戊肝IgM抗体,戊型病毒(hepatitis E virus，HEV)为经肠道传播引起戊型肝炎的病原体，呈球形，表面无囊膜，二十面体立体对称，表面有突起结构，内部核酸为单股，属嵌杯状病毒科的嗜肝RNA病毒属。HEV有表面抗原HEVAg，可刺激机体产生。HEV的实验室检测主要是检测抗体，有IgA、IgM和IgG等，因IgA和IgM意义相似，故一般检测IgM和IgG。检测方法主要为ELISA法。,"{'price': {'price': '￥69-￥70'}, 'notice': {'notice': '至于抗-HEV是否为保护性抗体，目前倾向于有一定的保护力，但还是不很清楚。'}}"
尿肌酸,人体内的肌酸，部分来自于食物，部分在体内合成。其存在部位绝大部分(约98%)在肌肉。及含量高于。骨骼肌所含肌酸大部分与磷酸结合成磷酸肌酸。磷酸肌酸含有一个高能磷酸键。是能量的储存形式。疾病时肌酸含量无明显改变，无临床价值，但在广泛肌肉损害疾病时，尿液中肌酸含量增高。,"{'price': {'price': '￥5'}, 'notice': {'notice': '检查前：禁止剧烈运动，保持良好的饮食和作息。  检查时：即先排出一部分尿弃去，以冲掉留在尿道口及前尿道的细菌，然后将中段尿留取送检。  不适宜人群：月经期中的女性，感冒患者。'}}"
甲种胎儿球蛋白试验,甲胎蛋白(α-fetoprotein，AFP)是由590个氨基酸组成的一种单肽链糖蛋白，属于胚胎性蛋白，主要由胚胎时期的肝细胞和卵黄囊产生，肠道粘膜上皮也可产生少量。出生后AFP浓度即迅速下降，数月至1年内接近成人水平。其氨基酸顺序与人血清白蛋白有很大的同源性，而且二者的基因位于同一条DNA链上。正常肝细胞不产生AFP，而合成白蛋白。当肝细胞癌变后，AFP又重新表达。,"{'price': {'price': '￥11-￥16'}, 'notice': {'notice': '检查前：调整好身体，饮食有规律，作息时间安排好。  检查时：遵循医师的指导。  不适宜人群：没有。'}}"
硫酸锌浊度试验,测定血浆蛋白的水平和分析其成分是疾病重要试验之一。有关这方面的测定在别外章节中已有详尽讨论，本节中主要叙述一些和有关的简单血清胶体稳定试验。  各种血清胶体稳定性试验的原理基本相同，但所用的试剂不同，促进和抑制絮浊的作用有差异，目前临床常用的有ZnTT试验。,"{'price': {'price': ''}, 'notice': {'notice': '不合宜人群：一般无特殊人群  检查前禁忌：不吃过于油腻、高蛋白食物，避免大量饮酒。以免影响检测结果。  检查时要求：应放松心情，避免因恐惧造成血管的收缩，增加采血的困难。'}}"
红细胞乙酰胆碱脂酶,(CHE)是细胞体中的一种水解酶类。分为真性胆碱酯酶(红细胞胆碱酯酶)与假性胆碱酯酶(血浆胆碱酯酶)，前者来源于神经细胞与骨髓红细胞系，储存在神经细胞、神经肌肉接头及红细胞中，它分解乙酰胆碱，占全血胆碱酯酶60%;红细胞的乙酰胆碱酯酶是有机患者突触功能和阿托品需求量的很好标志物。而且还可预测疾病严重程度。当红细胞胆碱酯酶活性达到30%时，肌肉可以正常工作，无需阿托品治疗。当红细胞胆碱酯酶活性不到10%，则出现肌肉功能失调和需要大剂量的阿托品治疗。,"{'price': {'price': '￥50'}, 'notice': {'notice': '不适宜的人群：一般人都可以测试  检查前：注意不可随便用药，饮食要有规律  检查后：不仅要按时用药，还要保持适量运动，调节好饮食规律'}}"
血清碱性胚胎蛋白,(basic fetoprotein，BFP)是由胎儿血清及肠组织中发现的一种胎儿蛋白。存在各种癌组织中分子量73kD。,"{'price': {'price': '￥30-￥100'}, 'notice': {'notice': '检查前：  1.抽血前一天不吃过于油腻、高蛋白食物，避免大量饮酒。血液中的酒精成分会直接影响检验结果。  2.抽血前禁食12小时，取新鲜血液送检。  检查时：  抽血时应放松心情，避免因恐惧造成血管的收缩，增加采血的困难。  检查后：  1.抽血后，需在针孔处进行局部按压3-5分钟，进行止血。注意：不要揉，以免造成皮下血肿。  2.按压时间应充分。各人的凝血时间有差异，有的人需要稍长的时间方可凝血。所以当皮肤表层看似未出血就马上停止压迫，可能会因未完全止血，而使血液渗至皮下造成青淤。因此按压时间长些，才能完全止血。如有出血倾向，更应延长按压时间。  3.抽血后出现晕针症状如：头晕、眼花、乏力等应立即平卧、饮少量糖水，待症状缓解后再进行体检。  4.若局部出现淤血，24小时后用温热毛巾湿敷，可促进吸收。  不适宜人群：没有。'}}"
经皮肤穿刺胆道造影,经肝穿刺胆管造影，又称PTC，是胆道X线造影检查的一种方法。这种方法目前主要用于阻塞性的病人，通过检查可以了解胆道阻塞的部位、范围和原因，可以帮助外科医生选择适当的手术方法和步骤。,"{'price': {'price': '￥200'}, 'notice': {'notice': '检查前：首先要抽血化验血小板计数、凝血酶原时间和出、凝血时间等，如有异常需先做相应的治疗;检查前3日开始每天注射维生素K等止血药;发热的病人要先用氨基苄青霉素或庆大霉素等抗生素治疗;检查前病人要象作静脉胆道造影那样先作碘过敏试验，试验阴性方可作检查;检查当日早晨不要吃早饭或饮水。  检查时：心情不要紧张，只要与医生密切配合，一般不会发生危险。当医生将针刺入肝脏时，病人要暂时屏住气。在医生注射造影剂时，病人不要用力呼吸，尽量保持呼吸均匀，千万不要作深呼吸或咳嗽等，否则会使穿刺针头滑出胆管，使造影失败。  检查后：12小时内不能吃东西;注意血压、脉搏等的改变和有无腹痛等情况，以及早发现腹腔内出血和胆汁性腹膜炎的发生，并做相应的处理。  禁忌症：  (1)碘过敏试验阳性者。  (2)有明显出血倾向，凝血酶原时间明显延长，经注射维生素K后仍较正常对照值延长3秒以上，或血小板低于40×109/L者。  (3)肝肾功能衰竭，或有大量腹水者。'}}"
尿谷氨酰胺,可导致视网膜细胞，谷氨酸在作用下，生成进入血液。随浓度增加可扩展脑组织，特别是谷氨(酸)致大量释放后，激活谷氨酸受体，引起兴奋性神经元持续极化，干扰神经元调节机制，导致离子渗透压与电化学的改变。因此测定尿液谷氨酸胺浓度亦可独立早期预测。,"{'price': {'price': ''}, 'notice': {'notice': '检查前：不得做剧烈运动，保持正常饮食和作息。  检查时：先排出一部分尿弃去，以冲掉留在尿道口及前尿道的细菌，然后将中段尿留取送检。  不适宜人群：月经期中的女性，感冒患者。'}}"
尿谷草转移酶,天冬氨酸氨基转移酶旧称谷草转氨酶(GOT)。天冬氨酸氨基转移酶广泛存在于、、横纹肌、、腺、、、红细胞等组织细胞中，也存在于体液如血浆、脑脊液、唾液、胆汁中。但心、肝、肾、横纹肌中含量最为丰富。测定血清天冬氨酸氨基转移酶对、肝病及肌有很大的临床价值。,"{'price': {'price': '￥5'}, 'notice': {'notice': '检查前：不得做剧烈运动，保持正常饮食和作息。  检查时：先排出一部分尿弃去，以冲掉留在尿道口及前尿道的细菌，然后将中段尿留取送检。  不适宜人群：月经期中的女性，感冒患者。'}}"
血池显像,：真性室壁瘤和呈现宽基底的局部隆起影像，假性瘤和室壁瘤多呈具有细颈的局部突起影像。用γ照相机对准拟观察的脏器连续摄影，可见放射性随血流首次灌注和流经该脏器的情况，可用以诊断脑局部缺血性病变、单侧，鉴别良恶性病变和监测移植肾的血管吻合情况等。,"{'price': {'price': '￥250'}, 'notice': {'notice': '不合宜人群：碘过敏或病情严重不能接受X线心血管造影者。  检查前禁忌：不能进食，不能饮用含糖饮料和进行葡萄糖补液，要保持安静状态。  检查时要求：检查过程中要保持安静，避免运动，交谈，咀嚼。'}}"
血清EB病毒抗体,EB病毒是1964年发现的一种新的人类病毒，是传染性单核细胞增多症的病原体。幼儿和青少年容易感染。  EB病毒（EBV）与关系密切。癌又是我国南方多发癌瘤之一。  检测血清中EBVCA-IgA，对鼻咽癌诊断有较大价值；EB病毒的嗜异性凝集试验对于传染性单核症也有重要的辅助诊断意义。,"{'price': {'price': '￥15-￥60'}, 'notice': {'notice': '一、抽血前的注意事项  1.抽血前一天不吃过于油腻、高蛋白食物，避免大量饮酒。血液中的酒精成分会直接影响检验结果。  2.体检前一天的晚八时以后，应开始禁食12小时，以免影响检测结果。  3.抽血时应放松心情，避免因恐惧造成血管的收缩，增加采血的困难。  二、抽血后应注意  1.抽血后，需在针孔处进行局部按压3-5分钟，进行止血。注意：不要揉，以免造成皮下血肿。  2.按压时间应充分。各人的凝血时间有差异，有的人需要稍长的时间方可凝血。所以当皮肤表层看似未出血就马上停止压迫，可能会因未完全止血，而使血液渗至皮下造成青淤。因此按压时间长些，才能完全止血。如有出血倾向，更应延长按压时间。  3.抽血后出现晕针症状如：头晕、眼花、乏力等应立即平卧、饮少量糖水，待症状缓解后再进行体检。  4.若局部出现淤血，24小时后用温热毛巾湿敷，可促进吸收。  三、检验前请告知医生近期用药情况及特殊生理改变。'}}"
肿瘤筛查,肿瘤筛查是早期发现癌症和癌前病变的重要途径。体检中各项血液检查指标，B超、X光、肛门直肠指检，妇科体检中的巴氏涂片、乳腺钼钯摄片等都是常用的筛查肿瘤的方法。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：血清检查要求空腹检查，禁忌饮食后，或辛辣食品。  2、检查时要求：要注意血清不被污染，和体位的正确。  不合宜人群：无特殊要求。'}}"
血清Ⅲ型胶原蛋白,Ⅲ型胶原，报道最早，至今被临床广泛应用的Ⅲ型前胶原肽(PⅢP)。它是Ⅲ型前胶原经氨基端内切肽酶作用切下来的多肽。,"{'price': {'price': '￥20-￥40'}, 'notice': {'notice': '同时联合检测HA、LN等其他血清肝纤维化指标，可提高肝纤维诊断的准确性和可靠性。'}}"
TCT,TCT是液基薄层细胞检测的简称，T是采用液基薄层细胞检测系统检测宫颈细胞并进行细胞学分类诊断，它是目前国际上最先进的一种细胞学检查技术，与传统的宫颈刮片巴氏检查相比明显提高了标本的满意度及宫颈异常细胞检出率。TCT宫颈防癌细胞学检查对宫颈癌细胞的检出率为100%，同时还能发现部分癌前病变，微生物感染如霉菌、滴虫、病毒、衣原体等。所以TCT技术是应用于妇女宫颈癌的筛查的最先进的技术。,"{'price': {'price': '￥50'}, 'notice': {'notice': '1、 抹片前24小时内被检查者避免性生活。  2、 计划检查前24～48小时内不要冲洗阴道或使用置入阴道的栓剂，也不要进行阴道内诊检查。  3、 有炎症时先进行治疗，然后再刮片，以免片中充满大量白细胞和炎性细胞，影响诊断。  4、 检查安排在非月经期进行。'}}"
食管造影,X线检查可确定肿瘤的上、下范围，对治疗有一定参考价值。气钡双重对比造影，可清晰显示食管粘膜结构。,"{'price': {'price': '￥20-￥50'}, 'notice': {'notice': '一般情况在检查前病人不需作任何准备，但在贲门痉挛、食管裂孔疝或疑为食管下端贲门部肿瘤时，应在空腹时进行检查，以免食物或潴留物的存在影响检查及诊断。'}}"
血管造影,是指将造影剂引入靶血管内，使目的血管显影，从而达到诊断目的。现在的血管造影通常指是指利用计算机处理数字化的影像信息，以消除骨骼和软组织影像，使血管清晰显示的技术。Nuldelman于1977年获得了第一张DSA图像，目前已经广泛应用于临床，取代了老一代的非减影的血管造影方法。,"{'price': {'price': '￥80-￥300'}, 'notice': {'notice': '检查前：禁食6小时，禁饮4小时，防止术中出现呕吐;术前10分钟排净大小便。  检查时：采取平卧位，造影时患者必须保持不动，否则会影响到成像的清晰度。  检查后：绝对卧床休息24小时，术侧肢体应伸直制动12小时，24小时要在床上排便，翻身时伸髋平卧，咳嗽，排便时需用手紧压伤口。  禁忌症：对造影剂过敏者、严重的高血压及糖尿病未控制者、严重肝、肾功能损害及明显凝血功能障碍、近期有心梗和严重心肌疾患、心衰及心律不齐、甲状腺机能亢进等。'}}"
血清鳞状上皮细胞癌抗原,从颈细胞癌（简称鳞癌）组织中分离出的糖蛋白，是一种特异性很好的鳞癌肿瘤标志物。,"{'price': {'price': '￥95'}, 'notice': {'notice': '不合宜人群：一般无特殊人群  检查前禁忌：该项检查要尽早进行，并注意提前预约。  检查时要求：抽取静脉血后(勿需空腹)，应尽快分离血清(至少0.5 ml)。若当日不能检测，应将血清从全血中分离，置于-20℃或者-80℃冰箱冷冻保存，用时复融并充分摇匀。'}}"
血清CA15-3,癌抗原15-3又称糖类抗原15-3，属2株单克隆识别的糖类抗原，分别来源于乳汁脂肪酸和乳腺细胞癌细胞，是一种与等恶性肿瘤相关的抗原，对乳腺癌和的诊断意义较好，但对乳腺癌早期敏感性不高。癌抗原15-3也是术后随访、监测肿瘤复发、转移的指标。,"{'price': {'price': '￥35-￥240'}, 'notice': {'notice': '一、抽血前的注意事项  1、抽血前一天不吃过于油腻、高蛋白食物，避免大量饮酒。血液中的酒精成分会直接影响检验结果。  2、体检前一天的晚八时以后，应开始禁食12小时，以免影响检测结果。  3、抽血时应放松心情，避免因恐惧造成血管的收缩，增加采血的困难。  二、抽血后应注意  1、抽血后，需在针孔处进行局部按压3-5分钟，进行止血。注意：不要揉，以免造成皮下血肿。  2、按压时间应充分。各人的凝血时间有差异，有的人需要稍长的时间方可凝血。所以当皮肤表层看似未出血就马上停止压迫，可能会因未完全止血，而使血液渗至皮下造成青淤。因此按压时间长些，才能完全止血。如有出血倾向，更应延长按压时间。  3、抽血后出现晕针症状如：头晕、眼花、乏力等应立即平卧、饮少量糖水，待症状缓解后再进行体检。  4、若局部出现淤血，24小时后用温热毛巾湿敷，可促进吸收。  三、检验前请告知医生近期用药情况及特殊生理改变。'}}"
血清甲状腺球蛋白,(thyrobolulin，TG)是由滤泡上皮细胞合成的一种大分子糖蛋白，是甲状腺滤泡内胶质的主要成分，合成的甲状腺激素以球蛋白形式储存在滤泡腔中。在正常情况下，只有极微量的TG进入血液循环。,"{'price': {'price': '￥10-￥60'}, 'notice': {'notice': '检查前：前一天不吃过于油腻、高蛋白食物，避免大量饮酒。血液中的酒精成分会直接影响检验结果，检查前禁食12小时，取新鲜血液送检。  检查时：应放松心情，避免因恐惧造成血管的收缩，增加采血的困难。  不适宜人群：没有。'}}"
颅脑CT,颅脑的是通过CT对颅脑进行检查的一种方法。  头颅CT是一种检查方便，迅速安全，无痛苦，无的新的检查方法，它能清楚的显示颅脑不同横断面的解剖关系和具体的脑组织结构。因而大大提高了病变的检出率和诊断的准确性。总体上讲，CT对人体硬组织的显像要比软组织的更好。头颅CT检查对于颅内、、头皮的大部分疾病的诊断有重要意义(包括外伤、肿瘤、炎症、血管病变、中毒、和代谢性疾病等)。,"{'price': {'price': '￥350-￥500'}, 'notice': {'notice': '检查前禁忌：扫描前4小时禁食。等待检查时若出现头晕、出冷汗等低血糖症状，可以饮糖水。腹部扫描前一周不吃含金属的药物， 不做胃肠造影。检查前要带上已做过的检查材料，如B超、X线照片等。  检查时要求：1、胸腹腔扫描可能要求病人摒气，检查过程中应主动配合医生。  2、扫描过程中不要移动身体。  3、扫描中可能要用碘造影，有碘、青霉素过敏者应主动说明。  4、扫描时病人单独在检查室内不必恐惧，因为医务人员在隔壁的房间里密切地年看护着你。'}}"
血清CA19-9,胰腺肿瘤标记（CA 19-9）是胰腺癌的相关抗原其表达依赖于lewis血型抗原的表达lewis阴性者CA19-9的检查也为阴性CA19-9诊断胰腺癌的敏感性特异性和准确性分别为83.1%73%75%而小胰腺癌病人CA19-9的水平不高小于2cm的腺癌阳性率仅60.7%而肿瘤较大的病人CA19-9的水平较高阳性率达80%以上分界值定为120kU/L高于此值者高度怀疑胰腺癌同时还可以判断预后肿瘤切除后CA19-9降至正常值血清临界值为30kU/L者预后较好如果肿瘤复发转移或病情恶化可见CA19-9的再度明显升高故CA19-9是胰腺癌的有效标记物。,"{'price': {'price': '￥35-￥240'}, 'notice': {'notice': '一、抽血前的注意事项  1、抽血前一天不吃过于油腻、高蛋白食物，避免大量饮酒。血液中的酒精成分会直接影响检验结果。  2、体检前一天的晚八时以后，应开始禁食12小时，以免影响检测结果。  3、抽血时应放松心情，避免因恐惧造成血管的收缩，增加采血的困难。  二、抽血后应注意  1、抽血后，需在针孔处进行局部按压3-5分钟，进行止血。注意：不要揉，以免造成皮下血肿。  2、按压时间应充分。各人的凝血时间有差异，有的人需要稍长的时间方可凝血。所以当皮肤表层看似未出血就马上停止压迫，可能会因未完全止血，而使血液渗至皮下造成青淤。因此按压时间长些，才能完全止血。如有出血倾向，更应延长按压时间。  3、抽血后出现晕针症状如：头晕、眼花、乏力等应立即平卧、饮少量糖水，待症状缓解后再进行体检。  4、若局部出现淤血，24小时后用温热毛巾湿敷，可促进吸收。  三、检验前请告知医生近期用药情况及特殊生理改变。'}}"
血清前列腺酸性磷酸酶,前列腺酸性磷酸酶(PAP)系由成熟的前列腺上皮细胞合成及分泌的糖蛋白(分子量100000)，经前列腺管道进入精囊，由尿道排出。前列腺癌时，癌细胞产生的前列腺酸性磷酸酶由于无导管或腺体导管由癌细胞破坏，故直接被吸收入血循环，而导致血清前列腺酸性磷酸酶升高。,"{'price': {'price': '￥25-￥110'}, 'notice': {'notice': '近期前列腺直肠指检可引起血清前列腺酸性磷酸酶升高，因此宜于检查前或检查后2周采血测定。标本切忌溶血，否则亦可使测定结果异常。'}}"
腹部CT,进行腹部的目的是为了了解腹腔脏器有没有感染性疾病，如：炎症、结核、等;有没有占位，如良、恶性肿瘤，转移性肿瘤等;有没有畸形、、梗阻、穿孔、积液等。,"{'price': {'price': '￥350'}, 'notice': {'notice': '不合宜人群：严重心、肾功能衰竭的患者和对对比剂过敏的患者。  检查前禁忌：  1、检查前，禁食4小时，最好前一天晚上起空腹。  2、下腹部CT检查于前一天晚上8点、10点、检查当天6点、8点各服用造影剂200-300mL。待膀胱充盈后方可进行检查。  3、造影剂的服用方法和服用时间放射科工作人员会向患者做细致交代。  4、需要增强扫描的患者，请家属在同意接受碘造影剂检查说明书上签字。有药物过敏史、心肝肾功能不全病史者请主动告知医务人员，以防意外发生。  5、检查前须将详细病史及各种检查结果告知CT医生，如有自己保存的X线片、磁共振片和以前的CT片等资料需交给CT医生以供参考。  6、要向医生说明有无药物过敏情况，是否患有哮喘、荨麻疹等过敏性疾病。  7、去除检查部位衣物包括带有金属物质的内衣和各种物品：如头饰、发夹、耳环、项链、玉佩、钱币、皮带和钥匙等。  8、如作CT增强扫描或儿童、神志不清者，需有健康人陪同。  9、CT增强扫描如用离子型造影剂，需作静脉注射造影剂碘过敏试验，20分钟后无反应，方可进行检查。  10、1周内不服含重金属的药物，不做胃肠钡剂检查。已做钡剂检查的病人，须待钡剂排空后;急于作CT检查者，应在给予清洁灌肠或口服缓泻药使钡剂排完后，再行CT检查。  检查时要求：  1、检查时听从技术人员的指导，保持体位不动，配合检查进行平静呼吸、屏气、不吞口水、不眨眼睛等。  2、遵从医嘱，定时、定量地将对比剂喝完。  2、CT机上配有对讲机，在检查中如有不适，或发生异常情况，应立即告知医生。'}}"
肿瘤标志物,肿瘤标志物(Tumor Marker)是反映肿瘤存在的化学类物质.它们或不存在于正常成人组织而仅见于胚胎组织，或在肿瘤组织中的含量大大超过在正常组织里的含量，它们的存在或量变可以提示肿瘤的性质，借以了解肿瘤的组织发生，细胞分化，细胞功能，以帮助肿瘤的诊断，分类，预后判断以及治疗指导。,"{'price': {'price': ''}, 'notice': {'notice': '1、检查前禁忌：注意饮食健康，和宜早晨空腹检查。  2、检查时要求：积极配合医生，注意血清不被污染。  不合宜人群：无特殊要求。'}}"
MRI,,"{'price': {'price': '￥500-￥1200'}, 'notice': {'notice': '1、检查前：不配合的小孩或精神病患者需要镇静，能配合的告知检查过程。2、检查中：躺于检查床上，听检查员的指示呼吸。不要自行移动。'}}"
事件相关电位,是一种特殊的，通过有意地赋予刺激仪特殊的心理意义，利用多个或多样的刺激所引起的脑的电位。它反映了认知过程中的神经电生理的变化，也被称为认知电位，也就是指当人们对某课题进行认知加工时，从头颅表面记录到的脑电位。,"{'price': {'price': '￥80-￥184'}, 'notice': {'notice': '1、事件相关电位检测过程中一般要求被试者主动参与，因而被试者的觉醒状态、注意力是否集中皆可影响结果。另外，由于被试者只有识别靶刺激并作出反应才能诱发出ERPs成分，因此，作业难度对测试结果也有影响，难度加大时，波幅降低，潜伏期延长。  2、年龄：不同年龄P3的波幅及潜伏期不同。潜伏期与年龄呈正相关，随年龄增加而延长，而波幅与年龄呈负相关。在儿童及青少年，波幅较高；分布：ERPs各成分有不同的头皮分布。'}}"
脑氧代谢显像,脑氧代谢显像：正常人脑的重量只占全身重量的2%，但其耗氧量占全身的20%，因此脑耗氧量是反映人脑功能代谢的一个重要的参考指标。受检者吸入15O2后即刻进行PET动态显像，可得到脑氧代谢率(CMRO2)，结合CBF测定，可计算氧摄取分数(OEF)。,"{'price': {'price': '￥4000'}, 'notice': {'notice': '检查前禁忌：  1、饮水：注射18F-FDG后30分钟，饮水3-4杯，约每10分钟一杯;  2、 显像前应除掉身上所佩戴的金属饰物(如腰带、钥匙、项链、首饰、硬币等);  3、显像前排尽尿液(注意勿使尿液沾染衣裤或皮肤，以免误诊);  4、受检者在检查前日晚九点开始禁食、禁酒、禁饮含糖饮料、禁静脉滴注葡萄糖、禁做剧烈或长时间运动。可饮少量清水;  5、检查当日尽量避免与人交谈，不咀嚼口香糖等;避免紧张体位;  6、来PET/CT中心检查时，请携带齐全有关资料(病历、治疗记录、病理结果、影像学检查资料如CT、X线、MRI、DSA、B超、骨显像等);  检查时要求：  1、在注射显像药物前后都须保持安静，并以卧位或半卧位休息，尽量避免走动;  2、检查时需平静呼吸，不宜做深呼吸;部分受检者需要屏气数秒(遵医嘱);  3、保持体位不动，全身检查时最好双手上举，检查约15~20min;脑部检查不需要双手上举，检查约5~10min;  不合宜人群：孕妇、情绪不稳定或生持续痉挛者禁用。'}}"
脑葡萄糖代谢显像,神经精神活动伴随着能量代谢，所以可以用FDG-PET影像研究人脑的生理功能及病理状态，脑葡萄糖代谢显像的应用使得人类历史上第一次无创伤性在活体观察到在视、听、思考、记忆等行为和心理活动状态下中枢神经系统相应特定功能区的局部脑葡萄糖代谢率(LCMRGlu)变化，也观察到精神分裂症、双相抑郁症、单相抑郁症、痴呆、Huntington舞蹈病和帕金森病等神经精神疾病的LCMRGlu变化特点，脑葡萄糖代谢显像在神经系统的应用价值逐步得到临床和科研工作者的承认。,"{'price': {'price': ''}, 'notice': {'notice': '查前禁忌：  1、饮水：注射18F-FDG后30分钟，饮水3-4杯，约每10分钟一杯;  2、 显像前应除掉身上所佩戴的金属饰物(如腰带、钥匙、项链、首饰、硬币等);  3、显像前排尽尿液(注意勿使尿液沾染衣裤或皮肤，以免误诊);  4、受检者在检查前日晚九点开始禁食、禁酒、禁饮含糖饮料、禁静脉滴注葡萄糖、禁做剧烈或长时间运动。可饮少量清水;  5、检查当日尽量避免与人交谈，不咀嚼口香糖等;避免紧张体位;  6、来PET/CT中心检查时，请携带齐全有关资料(病历、治疗记录、病理结果、影像学检查资料如CT、X线、MRI、DSA、B超、骨显像等);  检查时要求：  1、在注射显像药物前后都须保持安静，并以卧位或半卧位休息，尽量避免走动;  2、 检查时需平静呼吸，不宜做深呼吸;部分受检者需要屏气数秒(遵医嘱);  3、 脑部检查不需要双手平放，检查约5~10min;  不合宜人群：孕妇、情绪不稳定或生持续痉挛者禁用。'}}"
