illness_name,examination,examination_name
周期性麻痹,Treatment_of_department,心电图
十二指肠憩室,Treatment_of_department,胆道造影
十二指肠憩室,Treatment_of_department,上消化道X线钡餐
十二指肠憩室,Treatment_of_department,十二指肠钡餐造影
大肠梗阻,Treatment_of_department,腹部平片
大肠梗阻,Treatment_of_department,血液生化六项
大肠梗阻,Treatment_of_department,血清脂肪酶
盆腔腹膜炎,Treatment_of_department,盆腔充气造影
盆腔腹膜炎,Treatment_of_department,盆腔和阴道B超
盆腔腹膜炎,Treatment_of_department,血沉
肺大疱,Treatment_of_department,胸部CT
肺大疱,Treatment_of_department,胸透
肺大疱,Treatment_of_department,胸部平片
脑囊虫病,Treatment_of_department,便常规
脑囊虫病,Treatment_of_department,颅脑MRI
脑囊虫病,Treatment_of_department,囊虫病补体结合试验
粘连性肠梗阻,Treatment_of_department,胃肠道功能动力学检查
粘连性肠梗阻,Treatment_of_department,血液电解质
粘连性肠梗阻,Treatment_of_department,胃肠道CT
肥厚型梗阻性心肌病,Treatment_of_department,选择性心血管造影
肥厚型梗阻性心肌病,Treatment_of_department,冠状动脉造影
肥厚型梗阻性心肌病,Treatment_of_department,心血管造影
克山病,Treatment_of_department,心电图
克山病,Treatment_of_department,M型超声心动图
克山病,Treatment_of_department,二维超声心动图
踝部骨折,Treatment_of_department,四肢的骨和关节平片
踝部骨折,Treatment_of_department,骨与关节MRI
脊神经根炎,Treatment_of_department,肌电图
脊神经根炎,Treatment_of_department,颅脑CT
脊神经根炎,Treatment_of_department,MRI
婴儿脑积水,Treatment_of_department,Ⅱ级产前超声检查
婴儿脑积水,Treatment_of_department,颅脑MRI
婴儿脑积水,Treatment_of_department,头颅平片
脑血管瘤,Treatment_of_department,脑血管造影
脑血管瘤,Treatment_of_department,颅脑MRI
脑血管瘤,Treatment_of_department,头颅平片
风湿性二尖瓣狭窄,Treatment_of_department,心血管造影
风湿性二尖瓣狭窄,Treatment_of_department,心电图
风湿性二尖瓣狭窄,Treatment_of_department,胸部平片
尿道综合征,Treatment_of_department,尿常规
尿道综合征,Treatment_of_department,膀胱触诊
尿道综合征,Treatment_of_department,尿液病原体
食管胃底静脉曲张及其破裂出血,Treatment_of_department,腹部平片
食管胃底静脉曲张及其破裂出血,Treatment_of_department,血管造影
食管胃底静脉曲张及其破裂出血,Treatment_of_department,纤维胃镜
继发性早泄,Treatment_of_department,阴茎检查
继发性早泄,Treatment_of_department,男性性功能全面测试
继发性早泄,Treatment_of_department,肌电图
切口疝,Treatment_of_department,腹部CT
三尖瓣关闭不全,Treatment_of_department,弗里德瑞希征
三尖瓣关闭不全,Treatment_of_department,腹部搏动检查
三尖瓣关闭不全,Treatment_of_department,颈静脉检查
肾及输尿管结石,Treatment_of_department,尿常规
肾及输尿管结石,Treatment_of_department,静脉尿路造影
肾及输尿管结石,Treatment_of_department,肾图
尿道癌,Treatment_of_department,阴道尿道瘘显象
尿道癌,Treatment_of_department,肿瘤筛查
尿道癌,Treatment_of_department,尿道分泌物检查
乳房导管内乳头状瘤,Treatment_of_department,乳房摄片
乳房导管内乳头状瘤,Treatment_of_department,乳头溢液检查
乳房导管内乳头状瘤,Treatment_of_department,乳腺导管造影
脐疝,Treatment_of_department,脐检查
急性心力衰竭,Treatment_of_department,心排血量
急性心力衰竭,Treatment_of_department,心肌灌注显像
急性心力衰竭,Treatment_of_department,胸部平片
鼻骨骨折,Treatment_of_department,鼻中隔
鼻骨骨折,Treatment_of_department,耳鼻咽喉CT
鼻骨骨折,Treatment_of_department,鼻咽部MRI
痉挛性斜颈,Treatment_of_department,四肢的骨和关节平片
痉挛性斜颈,Treatment_of_department,尿常规
痉挛性斜颈,Treatment_of_department,脊柱触诊
眼球突出,Treatment_of_department,Hertel氏眼球突出计
眼球突出,Treatment_of_department,眼及眶区CT
眼球突出,Treatment_of_department,MRI
胆囊胆固醇沉着症,Treatment_of_department,腹部平片
胆囊胆固醇沉着症,Treatment_of_department,胆囊胆道B超
胆囊胆固醇沉着症,Treatment_of_department,内镜检查
胃肠道间质瘤,Treatment_of_department,气钡双对比造影
胃肠道间质瘤,Treatment_of_department,胃钡餐造影
胃肠道间质瘤,Treatment_of_department,食管造影
特发性震颤,Treatment_of_department,微量元素
特发性震颤,Treatment_of_department,肌电图
特发性震颤,Treatment_of_department,MRI
手部肌腱损伤,Treatment_of_department,四肢的骨和关节平片
手部肌腱损伤,Treatment_of_department,四肢CT
手部肌腱损伤,Treatment_of_department,四肢与关节运动功能
大骨节病,Treatment_of_department,尿常规
大骨节病,Treatment_of_department,血清硒
大骨节病,Treatment_of_department,MRI
胸廓出口综合征,Treatment_of_department,血管造影
胸廓出口综合征,Treatment_of_department,挺胸试验
胸廓出口综合征,Treatment_of_department,脉搏
小儿急性肠系膜淋巴结炎,Treatment_of_department,便常规
小儿急性肠系膜淋巴结炎,Treatment_of_department,病理反射检查
肛门闭锁,Treatment_of_department,腹部平片
肛门闭锁,Treatment_of_department,腹部MRI
肛门闭锁,Treatment_of_department,肛门视诊
感染性腹泻,Treatment_of_department,液波震颤
感染性腹泻,Treatment_of_department,粪便性状
乳头的乳头状瘤,Treatment_of_department,皮肤涂片显微镜检查
乳头的乳头状瘤,Treatment_of_department,细胞组织化学染色
外伤性股骨头坏死,Treatment_of_department,髋臼指数
外伤性股骨头坏死,Treatment_of_department,髋膝屈曲试验
外伤性股骨头坏死,Treatment_of_department,俯卧伸髋试验
婴儿脐疝,Treatment_of_department,腹部平片
婴儿脐疝,Treatment_of_department,腹部透视
小儿脑积水,Treatment_of_department,头颅平片
小儿脑积水,Treatment_of_department,放射性核素脑血管显像
小儿脑积水,Treatment_of_department,颅脑CT
浸渍足,Treatment_of_department,皮损
小儿烫伤,Treatment_of_department,尿常规
小儿烫伤,Treatment_of_department,便常规
小儿烫伤,Treatment_of_department,血液电解质
化脓性肉芽肿,Treatment_of_department,皮损
化脓性肉芽肿,Treatment_of_department,免疫病理检查
耳廓软骨膜炎,Treatment_of_department,耳廓检查
急性肠系膜淋巴结炎,Treatment_of_department,药敏试验
桡骨远端骨折,Treatment_of_department,洛日埃征
桡骨远端骨折,Treatment_of_department,餐叉畸形
骨化性肌炎,Treatment_of_department,关节镜
骨化性肌炎,Treatment_of_department,四肢的骨和关节平片
骨化性肌炎,Treatment_of_department,骨显像
食管憩室,Treatment_of_department,食道X线钡餐
食管憩室,Treatment_of_department,内镜检查
食管憩室,Treatment_of_department,食管造影
会阴下降综合征,Treatment_of_department,肌肉活检
会阴下降综合征,Treatment_of_department,排粪造影
会阴下降综合征,Treatment_of_department,肌电图
脾破裂,Treatment_of_department,腹部平片
脾破裂,Treatment_of_department,脾显象
脾破裂,Treatment_of_department,腹部CT
尿道损伤,Treatment_of_department,直肠指检
尿道损伤,Treatment_of_department,尿细菌培养
尿道损伤,Treatment_of_department,肛门指检
颈椎椎管狭窄症,Treatment_of_department,MRI
化脓性脑膜炎,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
化脓性脑膜炎,Treatment_of_department,颅脑MRI
化脓性脑膜炎,Treatment_of_department,脑膜刺激征
灼痛,Treatment_of_department,内镜检查
灼痛,Treatment_of_department,直肠指检
脊椎骨质增生,Treatment_of_department,脊椎平片
急性胃扩张,Treatment_of_department,腹部平片
急性胃扩张,Treatment_of_department,气钡双对比造影
急性胃扩张,Treatment_of_department,腹部MRI
葡萄痔,Treatment_of_department,直肠镜
葡萄痔,Treatment_of_department,肛门视诊
葡萄痔,Treatment_of_department,肛门指检
脊柱、脊髓损伤,Treatment_of_department,颈静脉压
脊柱、脊髓损伤,Treatment_of_department,脊柱MRI
脑疝,Treatment_of_department,健康体检
脑疝,Treatment_of_department,颅脑CT
增殖性皮炎,Treatment_of_department,皮肤真菌镜检
增殖性皮炎,Treatment_of_department,皮肤涂片显微镜检查
增殖性皮炎,Treatment_of_department,浆细胞
疱疹样脓疱病,Treatment_of_department,皮损
疱疹样脓疱病,Treatment_of_department,免疫病理检查
疱疹样脓疱病,Treatment_of_department,皮疹
毛囊脓疱病,Treatment_of_department,中性粒细胞计数
毛囊脓疱病,Treatment_of_department,血清C反应蛋白
乳腺结核,Treatment_of_department,乳腺超声
乳腺结核,Treatment_of_department,乳房摄片
乳腺结核,Treatment_of_department,乳腺导管造影
骨囊肿,Treatment_of_department,四肢的骨和关节平片
骨囊肿,Treatment_of_department,骨与关节MRI
骨囊肿,Treatment_of_department,骨关节及软组织CT
小儿急性阑尾炎,Treatment_of_department,腹部平片
小儿急性阑尾炎,Treatment_of_department,尿常规
小儿急性阑尾炎,Treatment_of_department,胃肠道疾病的超声检查
急性淋巴管炎,Treatment_of_department,WBC
胫腓骨骨折,Treatment_of_department,血管彩超
胫腓骨骨折,Treatment_of_department,骨与关节MRI
胫腓骨骨折,Treatment_of_department,普通透视检查
跟腱后滑囊炎,Treatment_of_department,四肢的骨和关节平片
跟腱后滑囊炎,Treatment_of_department,关节检查
跟腱后滑囊炎,Treatment_of_department,血液检查
输尿管结石,Treatment_of_department,尿常规
输尿管结石,Treatment_of_department,静脉尿路造影
输尿管结石,Treatment_of_department,泌尿系统CT
蛛网膜下腔出血,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
蛛网膜下腔出血,Treatment_of_department,尿常规
蛛网膜下腔出血,Treatment_of_department,脑血管造影
网球肘,Treatment_of_department,网球肘试验
网球肘,Treatment_of_department,前臂伸肌紧张试验
网球肘,Treatment_of_department,骨关节及软组织CT
血尿,Treatment_of_department,尿常规
血尿,Treatment_of_department,血清甲状旁腺激素
血尿,Treatment_of_department,尿三杯试验
胸膜炎,Treatment_of_department,结核菌素皮内试验
胸膜炎,Treatment_of_department,昂德腊耳征
胸膜炎,Treatment_of_department,舍佩耳曼征
耻骨炎,Treatment_of_department,MRI
浆细胞性乳腺炎,Treatment_of_department,乳房摄片
浆细胞性乳腺炎,Treatment_of_department,乳腺导管造影
浆细胞性乳腺炎,Treatment_of_department,近红外线乳腺扫描
股骨粗隆间骨折,Treatment_of_department,四肢的骨和关节平片
股骨粗隆间骨折,Treatment_of_department,骨与关节MRI
脉管炎,Treatment_of_department,中心静脉压
脉管炎,Treatment_of_department,电阻抗体积描记
肛周湿疹,Treatment_of_department,肛门拭子检查法
肛周湿疹,Treatment_of_department,肛门视诊
肛周湿疹,Treatment_of_department,肛门指检
急性心肌梗死,Treatment_of_department,心肌酶
急性心肌梗死,Treatment_of_department,冠状动脉造影
急性心肌梗死,Treatment_of_department,心电图
睾丸扭转,Treatment_of_department,阴囊超声检查
慢性肝炎,Treatment_of_department,健康体检
慢性肝炎,Treatment_of_department,肝功能
慢性肝炎,Treatment_of_department,1分钟胆红素
外痔,Treatment_of_department,肛门视诊
外痔,Treatment_of_department,肛门指检
乳腺囊性增生症,Treatment_of_department,女性性发育自我检查
乳腺囊性增生症,Treatment_of_department,乳腺检查
乳腺囊性增生症,Treatment_of_department,乳房触诊
气胸,Treatment_of_department,肺弥散功能
气胸,Treatment_of_department,胸部CT
气胸,Treatment_of_department,动脉血气分析
肛周脓肿,Treatment_of_department,直肠镜
肛周脓肿,Treatment_of_department,直肠指检
肛周脓肿,Treatment_of_department,脓汁和创伤感染标本细菌学检查
肝胆管结石,Treatment_of_department,胆道造影
肝胆管结石,Treatment_of_department,经皮肤穿刺胆道造影
肝胆管结石,Treatment_of_department,血清总蛋白
肛管癌,Treatment_of_department,肛门指检
肛门外伤,Treatment_of_department,直肠镜
肛门外伤,Treatment_of_department,肛门指检
鼻息肉,Treatment_of_department,前鼻镜
鼻息肉,Treatment_of_department,头颅平片
鼻息肉,Treatment_of_department,鼻腔内镜
内痔,Treatment_of_department,直肠镜
内痔,Treatment_of_department,肛门视诊
内痔,Treatment_of_department,肛门指检
尿道狭窄,Treatment_of_department,肾动态显像
尿道狭窄,Treatment_of_department,阴茎超声检查
尿道狭窄,Treatment_of_department,精液量
脊髓空洞症,Treatment_of_department,肌电图
脊髓空洞症,Treatment_of_department,脊柱MRI
鼠标手,Treatment_of_department,关节镜
鼠标手,Treatment_of_department,四肢的骨和关节平片
鼠标手,Treatment_of_department,屈腕试验
骨盆骨折,Treatment_of_department,骶髂关节检查法
骨盆骨折,Treatment_of_department,骨盆分离试验
骨盆骨折,Treatment_of_department,骨盆挤压试验
颈椎间盘突出症,Treatment_of_department,颈椎CT
颈椎间盘突出症,Treatment_of_department,脊柱运动试验
腺性膀胱炎,Treatment_of_department,尿常规
腺性膀胱炎,Treatment_of_department,尿液细菌学检查
腺性膀胱炎,Treatment_of_department,腹腔脏器的叩诊
食管压迫型颈椎病,Treatment_of_department,颈椎CT
食管压迫型颈椎病,Treatment_of_department,食管钡餐透视
食管压迫型颈椎病,Treatment_of_department,MRI
乳糜尿,Treatment_of_department,尿常规
乳糜尿,Treatment_of_department,尿中寄生虫检查
乳糜尿,Treatment_of_department,尿透明度
结核性腹膜炎,Treatment_of_department,腹部平片
结核性腹膜炎,Treatment_of_department,结核菌素皮内试验
结核性腹膜炎,Treatment_of_department,十二指肠钡餐造影
脊柱炎,Treatment_of_department,SPECT显像
脊柱炎,Treatment_of_department,脊柱超伸试验
脊柱炎,Treatment_of_department,全身体检
第三腰椎横突综合征,Treatment_of_department,趾背屈试验
第三腰椎横突综合征,Treatment_of_department,腰背部麻醉试验
第三腰椎横突综合征,Treatment_of_department,深反射检查
下肢静脉血栓,Treatment_of_department,中心静脉压
下肢静脉血栓,Treatment_of_department,血浆纤维蛋白原
门静脉高压,Treatment_of_department,血管造影
门静脉高压,Treatment_of_department,肝纤维化指标检查
门静脉高压,Treatment_of_department,便常规
肠套叠,Treatment_of_department,腹部平片
肠套叠,Treatment_of_department,上消化道X线钡餐
肠套叠,Treatment_of_department,粪便隐血试验
阵发性室上性心动过速,Treatment_of_department,动态心电图
阵发性室上性心动过速,Treatment_of_department,心电图
小儿肠套叠,Treatment_of_department,腹部透视
小儿肠套叠,Treatment_of_department,粪便隐血试验
小儿肠套叠,Treatment_of_department,十二指肠钡餐造影
淋巴水肿,Treatment_of_department,血钼
淋巴水肿,Treatment_of_department,局部淋巴显象
淋巴水肿,Treatment_of_department,淋巴显像
脑血栓形成,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
脑血栓形成,Treatment_of_department,尿常规
脑血栓形成,Treatment_of_department,便常规
椎管狭窄,Treatment_of_department,腰背部检查
椎管狭窄,Treatment_of_department,脊椎平片
椎管狭窄,Treatment_of_department,趾背屈试验
房间隔缺损,Treatment_of_department,胸部CT
房间隔缺损,Treatment_of_department,心电图
房间隔缺损,Treatment_of_department,胸部平片
膝关节创伤性滑膜炎,Treatment_of_department,X线碘油造影
膝关节创伤性滑膜炎,Treatment_of_department,骨与关节MRI
膝关节创伤性滑膜炎,Treatment_of_department,WBC
跟骨骨折,Treatment_of_department,四肢的骨和关节平片
跟骨骨折,Treatment_of_department,关节检查
跟骨骨折,Treatment_of_department,一般摄片检查
慢性心力衰竭,Treatment_of_department,心脏血管超声检查
慢性心力衰竭,Treatment_of_department,多普勒超声心动图
静脉血栓形成,Treatment_of_department,颈静脉压
静脉血栓形成,Treatment_of_department,电阻抗体积描记
静脉血栓形成,Treatment_of_department,血浆组织纤溶酶原活化物抗原
胆总管结石,Treatment_of_department,胆道造影
胆总管结石,Treatment_of_department,T管造影
胆总管结石,Treatment_of_department,静脉胆道造影
烟雾病,Treatment_of_department,脑血管造影
烟雾病,Treatment_of_department,颅脑MRI
烟雾病,Treatment_of_department,脑膜刺激征
扩张型心肌病,Treatment_of_department,血清抗心肌抗体
扩张型心肌病,Treatment_of_department,心电图
扩张型心肌病,Treatment_of_department,胸部平片
肺不张,Treatment_of_department,支气管镜
肺不张,Treatment_of_department,胸部CT
肺不张,Treatment_of_department,胸部平片
尿路梗阻,Treatment_of_department,膀胱逼尿肌功能
尿路梗阻,Treatment_of_department,膀胱造影
尿路梗阻,Treatment_of_department,磁共振水成像
老年人尿路感染,Treatment_of_department,尿沉渣
老年人尿路感染,Treatment_of_department,尿细菌培养
胃穿孔,Treatment_of_department,上消化道X线钡餐
胃穿孔,Treatment_of_department,胃肠道CT
二尖瓣狭窄,Treatment_of_department,选择性心血管造影
二尖瓣狭窄,Treatment_of_department,心电图
二尖瓣狭窄,Treatment_of_department,胸部平片
单纯性乳腺增生症,Treatment_of_department,乳腺超声
单纯性乳腺增生症,Treatment_of_department,乳腺远红外检查
单纯性乳腺增生症,Treatment_of_department,近红外线乳腺扫描
血管损伤,Treatment_of_department,磁共振血管造影
血管损伤,Treatment_of_department,血管造影
血管损伤,Treatment_of_department,血管镜
射精障碍,Treatment_of_department,性交后试验
射精障碍,Treatment_of_department,男性性功能全面测试
射精障碍,Treatment_of_department,精液酸度
尿道下裂,Treatment_of_department,静脉尿路造影
尿道下裂,Treatment_of_department,膀胱造影
尿道下裂,Treatment_of_department,尿路平片
压力性尿失禁,Treatment_of_department,膀胱造影
阵发性室性心动过速,Treatment_of_department,心音图
阵发性室性心动过速,Treatment_of_department,心血管疾病的超声诊断
阵发性室性心动过速,Treatment_of_department,心电图
腹股沟疝,Treatment_of_department,液波震颤
腰部慢性劳损,Treatment_of_department,腰背痛体格检查
腰部慢性劳损,Treatment_of_department,腰背部检查
腰部慢性劳损,Treatment_of_department,脊椎平片
原发性早泄,Treatment_of_department,SW阴茎超声血流检测
原发性早泄,Treatment_of_department,性激素六项
结肠过敏症,Treatment_of_department,肠镜
结肠过敏症,Treatment_of_department,胃肠道CT
结肠过敏症,Treatment_of_department,结肠造影
乳头炎和乳晕炎,Treatment_of_department,中性粒细胞比例
高血压脑病,Treatment_of_department,眼底检查
高血压脑病,Treatment_of_department,颅脑MRI
高血压脑病,Treatment_of_department,颅脑CT
全身黏液性水肿,Treatment_of_department,免疫病理检查
全身黏液性水肿,Treatment_of_department,血清蛋白结合碘
全身黏液性水肿,Treatment_of_department,基础代谢
卟啉病,Treatment_of_department,血液生化六项
甲状腺囊肿,Treatment_of_department,血清抗甲状腺过氧化物酶自身抗体
甲状腺囊肿,Treatment_of_department,游离甲状腺指数
甲状腺囊肿,Treatment_of_department,全身体检
新生儿颅内出血,Treatment_of_department,颅脑MRI
新生儿颅内出血,Treatment_of_department,头颅平片
新生儿颅内出血,Treatment_of_department,大生化检查
甲状腺功能正常的甲状腺肿大,Treatment_of_department,血清抗甲状腺抗体
甲状腺功能正常的甲状腺肿大,Treatment_of_department,甲状腺B超
甲状腺功能正常的甲状腺肿大,Treatment_of_department,T3抑制试验
胶样粟丘疹,Treatment_of_department,细胞组织化学染色
病态窦房结综合征,Treatment_of_department,动态心电图
病态窦房结综合征,Treatment_of_department,心电图
荨麻疹性血管炎,Treatment_of_department,血清总补体
荨麻疹性血管炎,Treatment_of_department,血清抗dsDNA抗体
荨麻疹性血管炎,Treatment_of_department,血清可提取性核抗原
急性化脓性乳腺炎,Treatment_of_department,乳房触诊
急性化脓性乳腺炎,Treatment_of_department,乳房检查
急性化脓性乳腺炎,Treatment_of_department,WBC
痒性紫癜,Treatment_of_department,皮肤斑贴实验
痒性紫癜,Treatment_of_department,皮肤真菌镜检
痒性紫癜,Treatment_of_department,皮肤涂片显微镜检查
腹主动脉瘤,Treatment_of_department,腹部平片
腹主动脉瘤,Treatment_of_department,磁共振血管造影
腹主动脉瘤,Treatment_of_department,螺旋CT
肠道息肉病,Treatment_of_department,肠镜
肠道息肉病,Treatment_of_department,无痛肠镜
肠道息肉病,Treatment_of_department,纤维肠镜
转移性肝癌,Treatment_of_department,超级影像
转移性肝癌,Treatment_of_department,肝功能
转移性肝癌,Treatment_of_department,乙肝病毒学指标
头皮脓疱糜烂性皮病,Treatment_of_department,头皮检查
脊柱裂,Treatment_of_department,脊柱压痛与叩击痛
脊柱裂,Treatment_of_department,脊柱检查
脊柱裂,Treatment_of_department,脊柱椎体平扫
隐性脊柱裂,Treatment_of_department,CT造影扫描
隐性脊柱裂,Treatment_of_department,脊椎平片
隐性脊柱裂,Treatment_of_department,腰骶部丛毛征
心律不齐,Treatment_of_department,血清卵泡刺激素
心律不齐,Treatment_of_department,血清鳞状上皮细胞癌抗原
心律不齐,Treatment_of_department,产科B超
动脉导管未闭,Treatment_of_department,心血管造影
动脉导管未闭,Treatment_of_department,心电图
动脉导管未闭,Treatment_of_department,多普勒超声心动图
尺神经损伤,Treatment_of_department,花托试验
尺神经损伤,Treatment_of_department,小指屈指试验
尺神经损伤,Treatment_of_department,拇收肌肌力试验
高血压性脑出血,Treatment_of_department,颅脑MRI
高血压性脑出血,Treatment_of_department,脑血流测定
高血压性脑出血,Treatment_of_department,颅脑CT
太田痣,Treatment_of_department,眼科检查
太田痣,Treatment_of_department,皮损
太田痣,Treatment_of_department,免疫病理检查
先天性胆道闭锁,Treatment_of_department,肝脏超声检查
先天性胆道闭锁,Treatment_of_department,血清总胆红素
先天性胆道闭锁,Treatment_of_department,血清胆汁酸
副乳,Treatment_of_department,钼靶X线检查
副乳,Treatment_of_department,乳房检查
高血压脑出血,Treatment_of_department,颅脑MRI
高血压脑出血,Treatment_of_department,颅脑CT
高血压脑出血,Treatment_of_department,脑脊液生长抑素
海绵状血管瘤,Treatment_of_department,肿瘤标志物
海绵状血管瘤,Treatment_of_department,皮损
海绵状血管瘤,Treatment_of_department,免疫病理检查
腓骨肌萎缩症,Treatment_of_department,脑脊液检查-化学检查-蛋白质检查
腓骨肌萎缩症,Treatment_of_department,呼吸肌张力
腓骨肌萎缩症,Treatment_of_department,趾长伸肌肌力试验
心衰,Treatment_of_department,心音图
心衰,Treatment_of_department,心电图
心衰,Treatment_of_department,胸部平片
急性气管－支气管炎,Treatment_of_department,痰液免疫学检查
急性气管－支气管炎,Treatment_of_department,痰液的一般性状
急性气管－支气管炎,Treatment_of_department,痰液细胞学检查
肾小球肾炎,Treatment_of_department,肾小球功能试验
肾小球肾炎,Treatment_of_department,肾血流量
肾小球肾炎,Treatment_of_department,尿液N-乙酰-β-D-氨基葡萄糖苷酶
软骨瘤,Treatment_of_department,四肢的骨和关节平片
软骨瘤,Treatment_of_department,骨与关节MRI
软骨瘤,Treatment_of_department,关节检查
外伤性癫痫,Treatment_of_department,颅脑MRI
外伤性癫痫,Treatment_of_department,贝美格诱发试验
外伤性癫痫,Treatment_of_department,颅脑CT
肺腺癌,Treatment_of_department,支气管镜
肺腺癌,Treatment_of_department,痰液细胞学检查
肺腺癌,Treatment_of_department,ECT
肾脏损伤,Treatment_of_department,腹部平片
肾脏损伤,Treatment_of_department,肾血管造影
肾脏损伤,Treatment_of_department,肾脏CT
乳腺腺病,Treatment_of_department,钼靶X线检查
乳腺腺病,Treatment_of_department,外科检查
乳腺腺病,Treatment_of_department,乳房活检
跟骨骨刺综合征,Treatment_of_department,关节镜
跟骨骨刺综合征,Treatment_of_department,四肢的骨和关节平片
跟骨骨刺综合征,Treatment_of_department,骨与关节MRI
胸椎间盘突出症,Treatment_of_department,脊柱椎体平扫
胸椎间盘突出症,Treatment_of_department,肌电图
胸椎间盘突出症,Treatment_of_department,MRI
结肠瘘,Treatment_of_department,窦道及瘘管造影
结肠瘘,Treatment_of_department,粪便量
结肠瘘,Treatment_of_department,乙状结肠镜检查
髌股关节疼痛,Treatment_of_department,四肢的骨和关节平片
髌股关节疼痛,Treatment_of_department,研磨试验
髌股关节疼痛,Treatment_of_department,关节检查
男性乳房肥大症,Treatment_of_department,乳房摄片
男性乳房肥大症,Treatment_of_department,乳房触诊
男性乳房肥大症,Treatment_of_department,乳房视诊
肛乳头炎,Treatment_of_department,直肠镜
肛乳头炎,Treatment_of_department,肛门指检
先天性髋关节脱位,Treatment_of_department,髋臼指数
先天性髋关节脱位,Treatment_of_department,单腿站立试验
卡波西肉瘤,Treatment_of_department,皮肤癌检测
卡波西肉瘤,Treatment_of_department,白细胞分类计数
妊娠期内胆汁淤积症,Treatment_of_department,血清总胆红素
妊娠期内胆汁淤积症,Treatment_of_department,胆囊B超
妊娠期内胆汁淤积症,Treatment_of_department,血清胆汁酸
阴囊炎,Treatment_of_department,脓液培养
阴囊炎,Treatment_of_department,阴囊显象
尿道上裂,Treatment_of_department,尿色
尿道上裂,Treatment_of_department,尿细菌培养
骨关节病,Treatment_of_department,四肢的骨和关节平片
骨关节病,Treatment_of_department,腰背痛体格检查
骨关节病,Treatment_of_department,骨与关节MRI
梨状肌综合征,Treatment_of_department,四肢的骨和关节平片
梨状肌综合征,Treatment_of_department,关节检查
梨状肌综合征,Treatment_of_department,踝反射
先天性巨结肠,Treatment_of_department,肛门指检
漏斗胸,Treatment_of_department,胸围、吸气胸围
漏斗胸,Treatment_of_department,胸部B超
漏斗胸,Treatment_of_department,胸部磁共振
股骨颈骨折,Treatment_of_department,骨与关节MRI
癌肿性关节炎,Treatment_of_department,关节镜
癌肿性关节炎,Treatment_of_department,静态骨显像
癌肿性关节炎,Treatment_of_department,骨与关节MRI
小儿脑瘫,Treatment_of_department,颅脑MRI
小儿脑瘫,Treatment_of_department,肌电图
小儿脑瘫,Treatment_of_department,颅脑CT
尿失禁,Treatment_of_department,膀胱残余尿量
尿失禁,Treatment_of_department,膀胱逼尿肌功能
尿失禁,Treatment_of_department,尿道功能
疖,Treatment_of_department,空腹血葡萄糖
疖,Treatment_of_department,细菌学检验
疖,Treatment_of_department,WBC
精囊炎,Treatment_of_department,精子爬高试验
精囊炎,Treatment_of_department,精液检查
精囊炎,Treatment_of_department,直肠指检
肝血管瘤,Treatment_of_department,肝显像
肝血管瘤,Treatment_of_department,肝、胆、脾CT
肝血管瘤,Treatment_of_department,肝、胆、胰、脾MRI
乳房湿疹,Treatment_of_department,皮损
细菌性前列腺炎,Treatment_of_department,前列腺指检
细菌性前列腺炎,Treatment_of_department,中性粒细胞计数
细菌性前列腺炎,Treatment_of_department,WBC
下肢静脉曲张,Treatment_of_department,尿常规
下肢静脉曲张,Treatment_of_department,大隐静脉瓣膜功能试验
下肢静脉曲张,Treatment_of_department,普拉特试验
鞘膜积液,Treatment_of_department,透光试验
鞘膜积液,Treatment_of_department,前列腺、精囊腺的超声检查
鞘膜积液,Treatment_of_department,前列腺B超
胆囊切除术后综合征,Treatment_of_department,上消化道造影
胆囊切除术后综合征,Treatment_of_department,内镜检查
胆囊切除术后综合征,Treatment_of_department,口服胆囊造影
良性前列腺增生,Treatment_of_department,脉搏
良性前列腺增生,Treatment_of_department,血清前列腺酸性磷酸酶
良性前列腺增生,Treatment_of_department,直肠指检
霰粒肿,Treatment_of_department,眼科检查
霰粒肿,Treatment_of_department,眼睑检查
脑震荡,Treatment_of_department,头颅平片
脑震荡,Treatment_of_department,脑血流测定
脑震荡,Treatment_of_department,颅脑CT
雷诺综合征,Treatment_of_department,血清免疫蛋白电泳
雷诺综合征,Treatment_of_department,血清类风湿因子
雷诺综合征,Treatment_of_department,抗核抗体
肝损伤,Treatment_of_department,肝脏超声检查
肝损伤,Treatment_of_department,血红蛋白
肝损伤,Treatment_of_department,RBC
胃息肉,Treatment_of_department,胃粘膜活检
胃息肉,Treatment_of_department,上消化道X线钡餐
胃息肉,Treatment_of_department,内镜检查
急性乳腺炎,Treatment_of_department,乳房摄片
急性乳腺炎,Treatment_of_department,乳房自检
急性乳腺炎,Treatment_of_department,乳房穿刺针活检
鸡胸,Treatment_of_department,胸围、吸气胸围
鸡胸,Treatment_of_department,胸部外部检查
鸡胸,Treatment_of_department,胸廓检查
结肠息肉,Treatment_of_department,肠镜
结肠息肉,Treatment_of_department,直肠镜
结肠息肉,Treatment_of_department,乙状结肠镜检查
非细菌性前列腺炎,Treatment_of_department,血清PSA
非细菌性前列腺炎,Treatment_of_department,前列腺检查
非细菌性前列腺炎,Treatment_of_department,内镜检查
下肢深静脉血栓形成,Treatment_of_department,血管彩超
下肢深静脉血栓形成,Treatment_of_department,电阻抗体积描记
