illness_name,pathogenic_site,parts_name
乳头的乳头状瘤,Treatment_of_department,乳房
外伤性股骨头坏死,Treatment_of_department,盆腔
外伤性股骨头坏死,Treatment_of_department,下肢骨
婴儿脐疝,Treatment_of_department,腹部
小儿脑积水,Treatment_of_department,颅脑
浸渍足,Treatment_of_department,全身
浸渍足,Treatment_of_department,血液血管
小儿烫伤,Treatment_of_department,皮肤
化脓性肉芽肿,Treatment_of_department,全身
化脓性肉芽肿,Treatment_of_department,血液血管
耳廓软骨膜炎,Treatment_of_department,耳
急性肠系膜淋巴结炎,Treatment_of_department,肠系膜
桡骨远端骨折,Treatment_of_department,上肢骨
骨化性肌炎,Treatment_of_department,骨
食管憩室,Treatment_of_department,食管
会阴下降综合征,Treatment_of_department,会阴部
脾破裂,Treatment_of_department,脾
尿道损伤,Treatment_of_department,阴茎
尿道损伤,Treatment_of_department,尿道
颈椎椎管狭窄症,Treatment_of_department,颈部
颈椎椎管狭窄症,Treatment_of_department,脊柱
颈椎椎管狭窄症,Treatment_of_department,脊髓
化脓性脑膜炎,Treatment_of_department,颅脑
灼痛,Treatment_of_department,皮肤
脊椎骨质增生,Treatment_of_department,脊柱
急性胃扩张,Treatment_of_department,胃
葡萄痔,Treatment_of_department,肛门
脊柱、脊髓损伤,Treatment_of_department,脊髓
脊柱、脊髓损伤,Treatment_of_department,脊柱
脑疝,Treatment_of_department,颅脑
增殖性皮炎,Treatment_of_department,皮肤
疱疹样脓疱病,Treatment_of_department,皮肤
毛囊脓疱病,Treatment_of_department,皮肤
乳腺结核,Treatment_of_department,乳房
骨囊肿,Treatment_of_department,骨
小儿急性阑尾炎,Treatment_of_department,阑尾
急性淋巴管炎,Treatment_of_department,淋巴
胫腓骨骨折,Treatment_of_department,小腿
跟腱后滑囊炎,Treatment_of_department,足部
跟腱后滑囊炎,Treatment_of_department,下肢骨
输尿管结石,Treatment_of_department,输尿管
蛛网膜下腔出血,Treatment_of_department,颅脑
网球肘,Treatment_of_department,肘部
血尿,Treatment_of_department,肾
血尿,Treatment_of_department,膀胱
血尿,Treatment_of_department,输尿管
胸膜炎,Treatment_of_department,胸部
耻骨炎,Treatment_of_department,盆骨
耻骨炎,Treatment_of_department,关节
浆细胞性乳腺炎,Treatment_of_department,乳房
股骨粗隆间骨折,Treatment_of_department,下肢骨
脉管炎,Treatment_of_department,血液血管
肛周湿疹,Treatment_of_department,肛门
急性心肌梗死,Treatment_of_department,心脏
急性心肌梗死,Treatment_of_department,血液血管
睾丸扭转,Treatment_of_department,睾丸
跖疣,Treatment_of_department,足部
慢性肝炎,Treatment_of_department,肝
外痔,Treatment_of_department,肛门
乳腺囊性增生症,Treatment_of_department,乳房
气胸,Treatment_of_department,肺
肛周脓肿,Treatment_of_department,肛门
肝胆管结石,Treatment_of_department,肝
肛管癌,Treatment_of_department,盆腔
肛门外伤,Treatment_of_department,肛门
鼻息肉,Treatment_of_department,鼻
内痔,Treatment_of_department,肛门
肛周炎,Treatment_of_department,肛门
尿道狭窄,Treatment_of_department,阴茎
尿道狭窄,Treatment_of_department,尿道
脊髓空洞症,Treatment_of_department,脊髓
脊髓空洞症,Treatment_of_department,全身
鼠标手,Treatment_of_department,上肢
鼠标手,Treatment_of_department,关节
骨盆骨折,Treatment_of_department,盆骨
颈椎间盘突出症,Treatment_of_department,颈部
颈椎间盘突出症,Treatment_of_department,脊柱
颈椎间盘突出症,Treatment_of_department,关节
腺性膀胱炎,Treatment_of_department,膀胱
食管压迫型颈椎病,Treatment_of_department,颈部
食管压迫型颈椎病,Treatment_of_department,脊柱
食管压迫型颈椎病,Treatment_of_department,食管
乳糜尿,Treatment_of_department,淋巴
乳糜尿,Treatment_of_department,肾
结核性腹膜炎,Treatment_of_department,腹膜
脊柱炎,Treatment_of_department,脊柱
第三腰椎横突综合征,Treatment_of_department,腰部
第三腰椎横突综合征,Treatment_of_department,脊柱
下肢静脉血栓,Treatment_of_department,下肢
下肢静脉血栓,Treatment_of_department,血液血管
门静脉高压,Treatment_of_department,肝
门静脉高压,Treatment_of_department,血液血管
肠套叠,Treatment_of_department,肠
阵发性室上性心动过速,Treatment_of_department,心脏
小儿肠套叠,Treatment_of_department,胃
小儿肠套叠,Treatment_of_department,肠
淋巴水肿,Treatment_of_department,淋巴
脑血栓形成,Treatment_of_department,颅脑
椎管狭窄,Treatment_of_department,腰部
椎管狭窄,Treatment_of_department,脊柱
椎管狭窄,Treatment_of_department,关节
房间隔缺损,Treatment_of_department,心脏
膝关节创伤性滑膜炎,Treatment_of_department,关节
跟骨骨折,Treatment_of_department,下肢骨
慢性心力衰竭,Treatment_of_department,心脏
静脉血栓形成,Treatment_of_department,血液血管
胆总管结石,Treatment_of_department,胆
烟雾病,Treatment_of_department,颅脑
跟腱炎,Treatment_of_department,足部
扩张型心肌病,Treatment_of_department,心脏
肺不张,Treatment_of_department,肺
尿路梗阻,Treatment_of_department,尿道
老年人尿路感染,Treatment_of_department,尿道
胃穿孔,Treatment_of_department,胃
二尖瓣狭窄,Treatment_of_department,心脏
单纯性乳腺增生症,Treatment_of_department,乳房
血管损伤,Treatment_of_department,血液血管
射精障碍,Treatment_of_department,男性生殖
尿道下裂,Treatment_of_department,阴茎
压力性尿失禁,Treatment_of_department,尿道
压力性尿失禁,Treatment_of_department,心理
阵发性室性心动过速,Treatment_of_department,心脏
腹股沟疝,Treatment_of_department,腹部
腰部慢性劳损,Treatment_of_department,腰部
腰部慢性劳损,Treatment_of_department,肌肉
原发性早泄,Treatment_of_department,男性生殖
结肠过敏症,Treatment_of_department,肠
乳头炎和乳晕炎,Treatment_of_department,乳房
高血压脑病,Treatment_of_department,颅脑
高血压脑病,Treatment_of_department,血液血管
全身黏液性水肿,Treatment_of_department,皮肤
卟啉病,Treatment_of_department,皮肤
甲状腺囊肿,Treatment_of_department,甲状腺
新生儿颅内出血,Treatment_of_department,颅脑
甲状腺功能正常的甲状腺肿大,Treatment_of_department,甲状腺
胶样粟丘疹,Treatment_of_department,皮肤
病态窦房结综合征,Treatment_of_department,心脏
荨麻疹性血管炎,Treatment_of_department,皮肤
荨麻疹性血管炎,Treatment_of_department,血液血管
急性化脓性乳腺炎,Treatment_of_department,乳房
痒性紫癜,Treatment_of_department,皮肤
痒性紫癜,Treatment_of_department,血液血管
腹主动脉瘤,Treatment_of_department,腹部
腹主动脉瘤,Treatment_of_department,血液血管
肠道息肉病,Treatment_of_department,肠
肠道息肉病,Treatment_of_department,肠
转移性肝癌,Treatment_of_department,肝
头皮脓疱糜烂性皮病,Treatment_of_department,头部
脊柱裂,Treatment_of_department,脊柱
隐性脊柱裂,Treatment_of_department,脊柱
隐性脊柱裂,Treatment_of_department,脊髓
心律不齐,Treatment_of_department,心脏
动脉导管未闭,Treatment_of_department,心脏
尺神经损伤,Treatment_of_department,上肢骨
高血压性脑出血,Treatment_of_department,颅脑
高血压性脑出血,Treatment_of_department,血液血管
太田痣,Treatment_of_department,皮肤
先天性胆道闭锁,Treatment_of_department,胆
副乳,Treatment_of_department,乳房
高血压脑出血,Treatment_of_department,颅脑
高血压脑出血,Treatment_of_department,血液血管
海绵状血管瘤,Treatment_of_department,血液血管
腓骨肌萎缩症,Treatment_of_department,小腿
心衰,Treatment_of_department,心脏
急性气管－支气管炎,Treatment_of_department,肺
肾小球肾炎,Treatment_of_department,肾
软骨瘤,Treatment_of_department,骨
外伤性癫痫,Treatment_of_department,颅脑
纤维瘤,Treatment_of_department,全身
肺腺癌,Treatment_of_department,肺
肾脏损伤,Treatment_of_department,肾
乳腺腺病,Treatment_of_department,乳房
跟骨骨刺综合征,Treatment_of_department,足部
跟骨骨刺综合征,Treatment_of_department,下肢骨
胸椎间盘突出症,Treatment_of_department,胸部
胸椎间盘突出症,Treatment_of_department,脊柱
胸椎间盘突出症,Treatment_of_department,关节
结肠瘘,Treatment_of_department,肠
髌股关节疼痛,Treatment_of_department,膝部
髌股关节疼痛,Treatment_of_department,关节
男性乳房肥大症,Treatment_of_department,乳房
肛乳头炎,Treatment_of_department,肛门
先天性髋关节脱位,Treatment_of_department,大腿
先天性髋关节脱位,Treatment_of_department,下肢骨
先天性髋关节脱位,Treatment_of_department,关节
卡波西肉瘤,Treatment_of_department,全身
妊娠期内胆汁淤积症,Treatment_of_department,肝
妊娠期内胆汁淤积症,Treatment_of_department,女性生殖
阴囊炎,Treatment_of_department,阴囊
尿道上裂,Treatment_of_department,阴茎
骨关节病,Treatment_of_department,关节
梨状肌综合征,Treatment_of_department,臀部
先天性巨结肠,Treatment_of_department,肠
漏斗胸,Treatment_of_department,胸部
漏斗胸,Treatment_of_department,其他骨
股骨颈骨折,Treatment_of_department,下肢骨
癌肿性关节炎,Treatment_of_department,关节
小儿脑瘫,Treatment_of_department,颅脑
尿失禁,Treatment_of_department,膀胱
疖,Treatment_of_department,皮肤
精囊炎,Treatment_of_department,男性生殖
肝血管瘤,Treatment_of_department,肝
乳房湿疹,Treatment_of_department,乳房
乳房湿疹,Treatment_of_department,皮肤
细菌性前列腺炎,Treatment_of_department,前列腺
下肢静脉曲张,Treatment_of_department,下肢
下肢静脉曲张,Treatment_of_department,血液血管
鞘膜积液,Treatment_of_department,阴囊
胆囊切除术后综合征,Treatment_of_department,胆
良性前列腺增生,Treatment_of_department,前列腺
霰粒肿,Treatment_of_department,眼
脑震荡,Treatment_of_department,颅脑
雷诺综合征,Treatment_of_department,血液血管
肝损伤,Treatment_of_department,肝
胃息肉,Treatment_of_department,胃
急性乳腺炎,Treatment_of_department,乳房
鸡胸,Treatment_of_department,肋骨
鸡胸,Treatment_of_department,其他骨
结肠息肉,Treatment_of_department,肠
非细菌性前列腺炎,Treatment_of_department,前列腺
下肢深静脉血栓形成,Treatment_of_department,下肢
下肢深静脉血栓形成,Treatment_of_department,血液血管
尿道结石,Treatment_of_department,尿道
胆囊结石,Treatment_of_department,胆
心脏神经官能症,Treatment_of_department,心脏
急性胆囊炎,Treatment_of_department,胆
佝偻病,Treatment_of_department,全身
风湿性心脏病,Treatment_of_department,心脏
疝气,Treatment_of_department,腹部
阑尾炎,Treatment_of_department,阑尾
膝关节半月板损伤,Treatment_of_department,膝部
消化性溃疡,Treatment_of_department,胃
肋骨骨折,Treatment_of_department,肋骨
慢性阑尾炎,Treatment_of_department,阑尾
胸腔积液,Treatment_of_department,胸部
胃食管反流病,Treatment_of_department,食管
胃食管反流病,Treatment_of_department,胃
母乳性黄疸,Treatment_of_department,全身
神经根型颈椎病,Treatment_of_department,颈部
神经根型颈椎病,Treatment_of_department,脊柱
神经根型颈椎病,Treatment_of_department,周围神经系统
膀胱结石,Treatment_of_department,膀胱
男子乳房发育症,Treatment_of_department,乳房
食管裂孔疝,Treatment_of_department,食管
风湿热,Treatment_of_department,全身
肩袖损伤,Treatment_of_department,肩部
肩袖损伤,Treatment_of_department,关节
骨膜炎,Treatment_of_department,骨
肺栓塞,Treatment_of_department,肺
鼻中隔偏曲,Treatment_of_department,鼻
直肠脱垂,Treatment_of_department,肠
主动脉硬化,Treatment_of_department,血液血管
椎动脉型颈椎病,Treatment_of_department,颈部
椎动脉型颈椎病,Treatment_of_department,脊柱
椎动脉型颈椎病,Treatment_of_department,血液血管
痛风性关节炎,Treatment_of_department,关节
阴茎硬结症,Treatment_of_department,阴茎
主动脉夹层,Treatment_of_department,胸部
主动脉夹层,Treatment_of_department,血液血管
髌骨骨折,Treatment_of_department,膝部
腹股沟斜疝,Treatment_of_department,腹部
肛窦炎,Treatment_of_department,肛门
二尖瓣关闭不全,Treatment_of_department,心脏
混合痔,Treatment_of_department,肛门
支原体尿路感染,Treatment_of_department,肾
支原体尿路感染,Treatment_of_department,尿道
支原体尿路感染,Treatment_of_department,子宫
房室传导阻滞,Treatment_of_department,心脏
血管炎,Treatment_of_department,血液血管
腹膜炎,Treatment_of_department,腹膜
隐睾,Treatment_of_department,睾丸
肌腱炎和腱鞘炎,Treatment_of_department,全身
脊髓型颈椎病,Treatment_of_department,颈部
脊髓型颈椎病,Treatment_of_department,脊柱
脊髓型颈椎病,Treatment_of_department,脊髓
急性细菌性前列腺炎,Treatment_of_department,前列腺
前列腺结石,Treatment_of_department,前列腺
乳腺纤维腺瘤,Treatment_of_department,乳房
胃、十二指肠溃疡出血,Treatment_of_department,胃
骨髓炎,Treatment_of_department,骨髓
滑囊炎,Treatment_of_department,关节
乳头溢液,Treatment_of_department,乳房
髌骨软化症,Treatment_of_department,膝部
髌骨软化症,Treatment_of_department,下肢骨
急性淋巴结炎,Treatment_of_department,淋巴
锁骨骨折,Treatment_of_department,其他骨
大肠息肉,Treatment_of_department,肠
肝硬化男性性功能减弱综合征,Treatment_of_department,肝
肝硬化男性性功能减弱综合征,Treatment_of_department,男性生殖
面肌痉挛,Treatment_of_department,面部
颈动脉狭窄,Treatment_of_department,颈部
颈动脉狭窄,Treatment_of_department,血液血管
小儿癫痫,Treatment_of_department,颅脑
颈动脉硬化,Treatment_of_department,颈部
小儿尿路感染,Treatment_of_department,肾
小儿尿路感染,Treatment_of_department,输尿管
小儿尿路感染,Treatment_of_department,盆腔
男性生殖腺机能减退症,Treatment_of_department,男性生殖
大便失禁,Treatment_of_department,肛门
幽门梗阻,Treatment_of_department,胃
急性膀胱炎,Treatment_of_department,膀胱
多囊肾,Treatment_of_department,肾
男子雄激素源性秃发,Treatment_of_department,头部
心肌炎,Treatment_of_department,心脏
胆囊息肉,Treatment_of_department,胆
尿道炎,Treatment_of_department,尿道
慢性胆囊炎,Treatment_of_department,胆
中风,Treatment_of_department,颅脑
中风,Treatment_of_department,血液血管
月经疹,Treatment_of_department,皮肤
全身化脓性感染,Treatment_of_department,全身
酒渣鼻样结核疹,Treatment_of_department,鼻
酒渣鼻样结核疹,Treatment_of_department,皮肤
浆细胞性包皮龟头炎,Treatment_of_department,阴茎
冲浪者结节,Treatment_of_department,皮肤
冲浪者结节,Treatment_of_department,膝部
冲浪者结节,Treatment_of_department,足部
先天性大疱性鱼鳞病样红皮病,Treatment_of_department,皮肤
皮肤白喉,Treatment_of_department,皮肤
皮肤白喉,Treatment_of_department,鼻
皮肤白喉,Treatment_of_department,颈部
鳄皮婴儿综合征,Treatment_of_department,皮肤
小儿药物性皮炎,Treatment_of_department,皮肤
小儿药物性皮炎,Treatment_of_department,其他
结节性脂肪坏死,Treatment_of_department,皮肤
结节性脂肪坏死,Treatment_of_department,胰腺
外源性光感性皮炎,Treatment_of_department,皮肤
阴茎异常勃起,Treatment_of_department,阴茎
色素性化妆品皮炎,Treatment_of_department,皮肤
网状红斑萎缩性毛囊炎,Treatment_of_department,皮肤
妊娠合并淋病,Treatment_of_department,女性生殖
原发性系统性淀粉样变,Treatment_of_department,皮肤
原发性系统性淀粉样变,Treatment_of_department,全身
短暂性棘皮松解皮肤病,Treatment_of_department,皮肤
心脏病,Treatment_of_department,心脏
角层下脓疱性皮肤病,Treatment_of_department,皮肤
胆囊炎,Treatment_of_department,胆
幼年黑素瘤,Treatment_of_department,皮肤
幼年黑素瘤,Treatment_of_department,面部
肾积水,Treatment_of_department,肾
急性胰腺炎,Treatment_of_department,胰腺
回旋形线状鱼鳞病,Treatment_of_department,皮肤
类脂质蛋白沉积症,Treatment_of_department,皮肤
类脂质蛋白沉积症,Treatment_of_department,眼
类脂质蛋白沉积症,Treatment_of_department,肘部
自身免疫性孕酮性皮炎,Treatment_of_department,皮肤
自身免疫性孕酮性皮炎,Treatment_of_department,免疫系统
龟头炎,Treatment_of_department,阴茎
脑出血,Treatment_of_department,颅脑
脑出血,Treatment_of_department,血液血管
肠梗阻,Treatment_of_department,肠
附睾炎,Treatment_of_department,睾丸
黏膜白色海绵状痣,Treatment_of_department,口
先天性血管萎缩性皮肤异色症,Treatment_of_department,皮肤
先天性血管萎缩性皮肤异色症,Treatment_of_department,血液血管
先天性血管萎缩性皮肤异色症,Treatment_of_department,眼
肺气肿,Treatment_of_department,肺
血清病性荨麻疹,Treatment_of_department,皮肤
胰腺炎,Treatment_of_department,胰腺
精索静脉曲张,Treatment_of_department,睾丸
毛霉病,Treatment_of_department,血液血管
毛霉病,Treatment_of_department,全身
淤滞性皮下硬化症,Treatment_of_department,小腿
淤滞性皮下硬化症,Treatment_of_department,血液血管
皮肤弓形体病,Treatment_of_department,皮肤
眼睑湿疹,Treatment_of_department,眼
糖尿病皮肤感染,Treatment_of_department,皮肤
糖尿病皮肤感染,Treatment_of_department,免疫系统
汗孔角化病,Treatment_of_department,皮肤
妊娠痒疹,Treatment_of_department,皮肤
妊娠痒疹,Treatment_of_department,女性生殖
白点病,Treatment_of_department,皮肤
红癣,Treatment_of_department,皮肤
外阴疖肿,Treatment_of_department,外阴
外阴疖肿,Treatment_of_department,皮肤
亚急性湿疹,Treatment_of_department,皮肤
淀粉样变,Treatment_of_department,全身
胃溃疡,Treatment_of_department,胃
乳头内陷,Treatment_of_department,乳房
瘢痕性脱发,Treatment_of_department,头部
面部脓皮病,Treatment_of_department,皮肤
面部脓皮病,Treatment_of_department,面部
水源性荨麻疹,Treatment_of_department,皮肤
非淋菌性尿道炎,Treatment_of_department,尿道
小儿神经皮肤综合征,Treatment_of_department,皮肤
小儿神经皮肤综合征,Treatment_of_department,周围神经系统
老年人梅毒性心脏病,Treatment_of_department,心脏
肋软骨炎,Treatment_of_department,肋骨
梅毒性角膜病变,Treatment_of_department,眼
梅毒性角膜病变,Treatment_of_department,全身
风湿性关节炎,Treatment_of_department,关节
十二指肠溃疡,Treatment_of_department,肠
肛裂,Treatment_of_department,肛门
肾囊肿,Treatment_of_department,肾
斯特奇-韦伯综合征,Treatment_of_department,眼
斯特奇-韦伯综合征,Treatment_of_department,颅脑
硬化性脂肪肉芽肿,Treatment_of_department,皮肤
脂溢性脱发,Treatment_of_department,头部
急性脂肪皮肤硬化症,Treatment_of_department,小腿
急性脂肪皮肤硬化症,Treatment_of_department,皮肤
下丘脑多汗症,Treatment_of_department,颅脑
小儿色素荨麻疹,Treatment_of_department,皮肤
自体敏感性湿疹,Treatment_of_department,皮肤
梅毒性葡萄膜炎,Treatment_of_department,眼
坏疽性脓皮病,Treatment_of_department,皮肤
坏疽性脓皮病,Treatment_of_department,血液血管
致命性中线肉芽肿,Treatment_of_department,面部
致命性中线肉芽肿,Treatment_of_department,鼻
外阴疣状黄瘤,Treatment_of_department,外阴
外阴疣状黄瘤,Treatment_of_department,皮肤
家族性良性天疱疮,Treatment_of_department,皮肤
家族性良性天疱疮,Treatment_of_department,免疫系统
Pasini-Pierni进行性特发性皮肤萎缩,Treatment_of_department,皮肤
面部偏侧萎缩,Treatment_of_department,皮肤
面部偏侧萎缩,Treatment_of_department,面部
皮脂缺乏症,Treatment_of_department,皮肤
硬化萎缩苔藓,Treatment_of_department,皮肤
结缔组织痣,Treatment_of_department,皮肤
松毛虫皮炎,Treatment_of_department,皮肤
松毛虫皮炎,Treatment_of_department,关节
皮肤利什曼病,Treatment_of_department,皮肤
干性湿疹,Treatment_of_department,皮肤
眶周色素沉着,Treatment_of_department,皮肤
眶周色素沉着,Treatment_of_department,眼
职业性痤疮,Treatment_of_department,皮肤
继发性女阴过度角化,Treatment_of_department,外阴
继发性女阴过度角化,Treatment_of_department,皮肤
牛痘样水疱病,Treatment_of_department,皮肤
大疱性表皮松解,Treatment_of_department,皮肤
丘疹紫癜性手套和短袜样综合征,Treatment_of_department,手部
丘疹紫癜性手套和短袜样综合征,Treatment_of_department,足部
丘疹紫癜性手套和短袜样综合征,Treatment_of_department,皮肤
银屑病关节炎及其伴发的葡萄膜炎,Treatment_of_department,眼
银屑病关节炎及其伴发的葡萄膜炎,Treatment_of_department,关节
银屑病关节炎及其伴发的葡萄膜炎,Treatment_of_department,皮肤
线状IgA大疱性皮肤病,Treatment_of_department,皮肤
线状IgA大疱性皮肤病,Treatment_of_department,免疫系统
发疱性甲虫皮炎,Treatment_of_department,皮肤
拇外翻,Treatment_of_department,足部
拇外翻,Treatment_of_department,关节
嗜酸性脓疱性毛囊炎,Treatment_of_department,皮肤
沃纳综合征,Treatment_of_department,全身
面部播散性粟粒状狼疮,Treatment_of_department,皮肤
水母皮炎,Treatment_of_department,皮肤
水母皮炎,Treatment_of_department,全身
全身脂肪代谢障碍,Treatment_of_department,皮肤
表皮内嗜中性IgA皮肤病,Treatment_of_department,皮肤
表皮内嗜中性IgA皮肤病,Treatment_of_department,免疫系统
肩-手综合征,Treatment_of_department,肩部
肩-手综合征,Treatment_of_department,手部
小儿脑震荡,Treatment_of_department,颅脑
小肠梗阻,Treatment_of_department,肠
福克斯-阜太斯病,Treatment_of_department,皮肤
红疹,Treatment_of_department,皮肤
脾囊肿,Treatment_of_department,脾
汗孔周围炎及多发性汗腺脓肿,Treatment_of_department,皮肤
三叉神经营养性损害,Treatment_of_department,皮肤
三叉神经营养性损害,Treatment_of_department,周围神经系统
三叉神经营养性损害,Treatment_of_department,面部
外阴黑色棘皮症,Treatment_of_department,外阴
外阴黑色棘皮症,Treatment_of_department,皮肤
硬化症,Treatment_of_department,全身
肥厚型心肌病,Treatment_of_department,心脏
项痈,Treatment_of_department,颈部
项痈,Treatment_of_department,皮肤
痒点,Treatment_of_department,皮肤
枕骨下硬结性毛囊炎,Treatment_of_department,颅骨
枕骨下硬结性毛囊炎,Treatment_of_department,皮肤
神经源性膀胱,Treatment_of_department,膀胱
颈淋巴结炎,Treatment_of_department,颈部
颈淋巴结炎,Treatment_of_department,淋巴
外阴丹毒,Treatment_of_department,外阴
外阴丹毒,Treatment_of_department,淋巴
迟发性皮肤卟啉病,Treatment_of_department,皮肤
特发性滴状色素减少症,Treatment_of_department,皮肤
皮肤B细胞淋巴样结节型增生,Treatment_of_department,皮肤
皮下脂肪肉芽肿,Treatment_of_department,皮肤
先天性巨大色素痣,Treatment_of_department,皮肤
人为性皮炎,Treatment_of_department,皮肤
人为性皮炎,Treatment_of_department,心理
皮肤发育不良,Treatment_of_department,皮肤
外阴急性蜂窝组织炎,Treatment_of_department,外阴
外阴急性蜂窝组织炎,Treatment_of_department,皮肤
颏下皮样囊肿,Treatment_of_department,皮肤
颏下皮样囊肿,Treatment_of_department,口
圆形糠疹,Treatment_of_department,皮肤
足跟瘀斑,Treatment_of_department,皮肤
足跟瘀斑,Treatment_of_department,足部
假斑秃,Treatment_of_department,头部
冷球蛋白血症,Treatment_of_department,皮肤
冷球蛋白血症,Treatment_of_department,全身
更年期角化症,Treatment_of_department,皮肤
生长期脱发,Treatment_of_department,头部
紫癜性扁平苔藓,Treatment_of_department,皮肤
鼠螨叮咬,Treatment_of_department,皮肤
小儿丘疹性肢皮炎综合征,Treatment_of_department,皮肤
小儿丘疹性肢皮炎综合征,Treatment_of_department,淋巴
小儿丘疹性肢皮炎综合征,Treatment_of_department,肝
葡萄膜恶性黑色素瘤,Treatment_of_department,眼
匐行疹,Treatment_of_department,皮肤
妊娠疱疹,Treatment_of_department,皮肤
妊娠疱疹,Treatment_of_department,女性生殖
妇女雄激素源性秃发,Treatment_of_department,头部
播散性复发性漏斗部毛囊炎,Treatment_of_department,皮肤
石油、煤焦油、页岩油及其分馏产物所致的皮肤病,Treatment_of_department,皮肤
窝状角质松解症,Treatment_of_department,皮肤
热性嗜中性白细胞皮肤病,Treatment_of_department,皮肤
热性嗜中性白细胞皮肤病,Treatment_of_department,免疫系统
牙源性皮瘘,Treatment_of_department,皮肤
牙源性皮瘘,Treatment_of_department,口
掌侧化脓性腱鞘炎、滑囊炎和深间隙感染,Treatment_of_department,手部
脓胞型牛皮癣,Treatment_of_department,皮肤
发育不良痣,Treatment_of_department,皮肤
移植物抗宿主病,Treatment_of_department,全身
移植物抗宿主病,Treatment_of_department,皮肤
移植物抗宿主病,Treatment_of_department,肝
弥漫性掌跖角化病,Treatment_of_department,皮肤
神经肽性肢端感觉异常,Treatment_of_department,皮肤
神经肽性肢端感觉异常,Treatment_of_department,上肢
神经肽性肢端感觉异常,Treatment_of_department,下肢
胎儿梅毒,Treatment_of_department,全身
皮肤丝虫病,Treatment_of_department,皮肤
妊娠合并生殖道沙眼衣原体感染,Treatment_of_department,女性生殖
灰泥角化病,Treatment_of_department,皮肤
皮肤纤毛囊肿,Treatment_of_department,皮肤
脓疱性细菌疹,Treatment_of_department,皮肤
皮肤淋巴肉芽肿病,Treatment_of_department,皮肤
摩擦黑变病,Treatment_of_department,皮肤
泛发性扁平黄色瘤,Treatment_of_department,皮肤
泛发性扁平黄色瘤,Treatment_of_department,血液血管
结核性苔藓,Treatment_of_department,皮肤
遗传性对称性色素异常症,Treatment_of_department,皮肤
营养不良性皮肤钙化病,Treatment_of_department,皮肤
髓性多汗症,Treatment_of_department,颅脑
髓性多汗症,Treatment_of_department,全身
小儿硬皮病,Treatment_of_department,皮肤
甲营养不良,Treatment_of_department,皮肤
毛囊性鱼鳞病,Treatment_of_department,皮肤
弹性假黄瘤,Treatment_of_department,皮肤
弹性假黄瘤,Treatment_of_department,血液血管
弹性假黄瘤,Treatment_of_department,全身
史-约综合征,Treatment_of_department,眼
史-约综合征,Treatment_of_department,皮肤
小儿紫斑湿疹综合征,Treatment_of_department,皮肤
疣状肢端角化病,Treatment_of_department,皮肤
疣状肢端角化病,Treatment_of_department,手部
疣状肢端角化病,Treatment_of_department,足部
新生儿尿布皮炎,Treatment_of_department,臀部
胫前黏液水肿,Treatment_of_department,皮肤
胫前黏液水肿,Treatment_of_department,小腿
结节性筋膜炎,Treatment_of_department,皮肤
对称性进行性红斑角化症,Treatment_of_department,皮肤
皮层性多汗症,Treatment_of_department,颅脑
Jessner淋巴细胞浸润,Treatment_of_department,皮肤
外阴白斑病,Treatment_of_department,外阴
外阴白斑病,Treatment_of_department,皮肤
化脓性汗腺炎,Treatment_of_department,皮肤
皮肤病,Treatment_of_department,皮肤
DF-2败血症的皮肤表现,Treatment_of_department,皮肤
DF-2败血症的皮肤表现,Treatment_of_department,全身
疣状表皮发育不良,Treatment_of_department,皮肤
皮脂腺囊肿,Treatment_of_department,面部
皮脂腺囊肿,Treatment_of_department,皮肤
外阴神经性皮炎,Treatment_of_department,外阴
外阴神经性皮炎,Treatment_of_department,皮肤
光泽苔藓,Treatment_of_department,皮肤
外阴接触性皮炎,Treatment_of_department,外阴
外阴接触性皮炎,Treatment_of_department,皮肤
疼痛性脂肪疝,Treatment_of_department,皮肤
疼痛性脂肪疝,Treatment_of_department,足部
云母状和角化性假上皮瘤性龟头炎,Treatment_of_department,阴茎
急性女阴溃疡,Treatment_of_department,皮肤
急性女阴溃疡,Treatment_of_department,外阴
钱币状湿疹,Treatment_of_department,皮肤
钱币状湿疹,Treatment_of_department,免疫系统
蓝痣,Treatment_of_department,皮肤
毛发红糠疹,Treatment_of_department,皮肤
腿脚部湿疹,Treatment_of_department,皮肤
聚合性痤疮,Treatment_of_department,皮肤
青年痤疮,Treatment_of_department,皮肤
皮角,Treatment_of_department,皮肤
放射性皮炎,Treatment_of_department,皮肤
色素紫癜性皮炎,Treatment_of_department,皮肤
板层状鱼鳞病,Treatment_of_department,皮肤
无汗症,Treatment_of_department,皮肤
无汗症,Treatment_of_department,颅脑
脓性指头炎,Treatment_of_department,手部
脓性指头炎,Treatment_of_department,足部
药物性皮炎,Treatment_of_department,皮肤
黄色瘤,Treatment_of_department,皮肤
妊娠合并尖锐湿疣,Treatment_of_department,女性生殖
痣,Treatment_of_department,皮肤
恶性雀斑样痣,Treatment_of_department,皮肤
晕痣,Treatment_of_department,皮肤
萎缩纹,Treatment_of_department,皮肤
萎缩纹,Treatment_of_department,腹部
眼睑带状疱疹,Treatment_of_department,眼
耳湿疹,Treatment_of_department,耳
耳湿疹,Treatment_of_department,皮肤
化妆品皮炎,Treatment_of_department,皮肤
皮脂腺增生,Treatment_of_department,皮肤
颜面复发性皮炎,Treatment_of_department,皮肤
