illness_name,regular_medication,medication_name
急性心力衰竭,Treatment_of_department,福辛普利钠片
急性心力衰竭,Treatment_of_department,盐酸胺碘酮片
鼻骨骨折,Treatment_of_department,骨康胶囊
鼻骨骨折,Treatment_of_department,鼻骨复位器
鼻骨骨折,Treatment_of_department,骨折挫伤胶囊
眼球突出,Treatment_of_department,盐酸环丙沙星滴眼液
眼球突出,Treatment_of_department,高效单体银前列腺炎抗菌凝胶
眼球突出,Treatment_of_department,复方硫酸软骨素滴眼液
胆囊胆固醇沉着症,Treatment_of_department,熊去氧胆酸片
胃肠道间质瘤,Treatment_of_department,苹果酸舒尼替尼胶囊
胃肠道间质瘤,Treatment_of_department,甲磺酸伊马替尼胶囊
特发性震颤,Treatment_of_department,扑米酮片
特发性震颤,Treatment_of_department,加巴喷丁
手部肌腱损伤,Treatment_of_department,双氯芬酸二乙胺凝胶
手部肌腱损伤,Treatment_of_department,双氯芬酸钠缓释片(Ⅴ)
手部肌腱损伤,Treatment_of_department,肌腱防粘连膜
大骨节病,Treatment_of_department,骨刺消痛液
大骨节病,Treatment_of_department,骨仙片
大骨节病,Treatment_of_department,抗骨增生片
胸廓出口综合征,Treatment_of_department,克咳片
胸廓出口综合征,Treatment_of_department,喷托维林氯化铵糖浆
小儿急性肠系膜淋巴结炎,Treatment_of_department,甲磺酸培氟沙星
感染性腹泻,Treatment_of_department,婴儿健脾颗粒
感染性腹泻,Treatment_of_department,复方谷氨酰胺肠溶胶囊
感染性腹泻,Treatment_of_department,儿泻康贴膜
乳头的乳头状瘤,Treatment_of_department,重组人干扰素α2b注射液
乳头的乳头状瘤,Treatment_of_department,苦参素氯化钠注射液
乳头的乳头状瘤,Treatment_of_department,注射用重组人干扰素α2a
外伤性股骨头坏死,Treatment_of_department,硫酸氨基葡萄糖胶囊
外伤性股骨头坏死,Treatment_of_department,高交联聚乙烯内衬
外伤性股骨头坏死,Treatment_of_department,通络生骨胶囊
婴儿脐疝,Treatment_of_department,茴香橘核丸
婴儿脐疝,Treatment_of_department,十香丸
小儿脑积水,Treatment_of_department,乙酰唑胺
小儿脑积水,Treatment_of_department,甘露醇注射液
浸渍足,Treatment_of_department,依托红霉素颗粒
浸渍足,Treatment_of_department,注射用奥硝唑
小儿烫伤,Treatment_of_department,龙珠软膏
小儿烫伤,Treatment_of_department,烫伤油
小儿烫伤,Treatment_of_department,烧烫伤膏
化脓性肉芽肿,Treatment_of_department,散结灵胶囊
化脓性肉芽肿,Treatment_of_department,龙珠软膏
化脓性肉芽肿,Treatment_of_department,注射用盐酸多西环素
耳廓软骨膜炎,Treatment_of_department,清热消炎宁片
耳廓软骨膜炎,Treatment_of_department,拔毒膏
急性肠系膜淋巴结炎,Treatment_of_department,阿莫西林克拉维酸钾分散片
急性肠系膜淋巴结炎,Treatment_of_department,克拉霉素片
桡骨远端骨折,Treatment_of_department,骨康胶囊
桡骨远端骨折,Treatment_of_department,盐酸曲马多缓释片
桡骨远端骨折,Treatment_of_department,桡骨远端系统手术器械
骨化性肌炎,Treatment_of_department,伤湿止痛膏
骨化性肌炎,Treatment_of_department,关节镇痛膏
食管憩室,Treatment_of_department,多潘立酮混悬液
食管憩室,Treatment_of_department,颠茄酊
会阴下降综合征,Treatment_of_department,泻痢固肠丸
会阴下降综合征,Treatment_of_department,复方醋酸甲羟孕酮胶囊
会阴下降综合征,Treatment_of_department,黄芪颗粒
脾破裂,Treatment_of_department,马破伤风免疫球蛋白(F(ab')2)
脾破裂,Treatment_of_department,愈裂贴膏
脾破裂,Treatment_of_department,左炔诺孕酮肠溶片
尿道损伤,Treatment_of_department,注射用头孢呋辛钠
尿道损伤,Treatment_of_department,翁沥通胶囊
尿道损伤,Treatment_of_department,盐酸黄酮哌酯片
颈椎椎管狭窄症,Treatment_of_department,万通筋骨片
颈椎椎管狭窄症,Treatment_of_department,骨筋丸胶囊
颈椎椎管狭窄症,Treatment_of_department,丹鹿通督片
化脓性脑膜炎,Treatment_of_department,甘油氯化钠注射液
化脓性脑膜炎,Treatment_of_department,复方吡拉西坦脑蛋白水解物片
化脓性脑膜炎,Treatment_of_department,注射用甲磺酸培氟沙星
灼痛,Treatment_of_department,痔根断片
灼痛,Treatment_of_department,对乙酰氨基酚片
灼痛,Treatment_of_department,普瑞巴林胶囊
脊椎骨质增生,Treatment_of_department,复方风湿宁注射液
脊椎骨质增生,Treatment_of_department,抗骨质增生丸
脊椎骨质增生,Treatment_of_department,腰痛宁胶囊
急性胃扩张,Treatment_of_department,海藻酸铝镁颗粒
急性胃扩张,Treatment_of_department,碳酸氢钠注射液
葡萄痔,Treatment_of_department,金玄痔科熏洗散
葡萄痔,Treatment_of_department,盐酸左氧氟沙星胶囊
脊柱、脊髓损伤,Treatment_of_department,盐酸乙哌立松片
脊柱、脊髓损伤,Treatment_of_department,盐酸曲马多胶囊
脊柱、脊髓损伤,Treatment_of_department,汉桃叶片
脑疝,Treatment_of_department,甘露醇注射液
脑疝,Treatment_of_department,银丹心脑通软胶囊
脑疝,Treatment_of_department,甘露醇
增殖性皮炎,Treatment_of_department,感冒灵颗粒
增殖性皮炎,Treatment_of_department,高锰酸钾外用片
增殖性皮炎,Treatment_of_department,鱼石脂软膏
疱疹样脓疱病,Treatment_of_department,盐酸左氧氟沙星胶囊
疱疹样脓疱病,Treatment_of_department,氨苯砜片
毛囊脓疱病,Treatment_of_department,莫匹罗星软膏
毛囊脓疱病,Treatment_of_department,复方片仔癀软膏
毛囊脓疱病,Treatment_of_department,盐酸金霉素软膏
乳腺结核,Treatment_of_department,异烟肼
乳腺结核,Treatment_of_department,夏枯草膏
骨囊肿,Treatment_of_department,骨刺丸
骨囊肿,Treatment_of_department,肾骨胶囊
骨囊肿,Treatment_of_department,异维A酸软胶囊
小儿急性阑尾炎,Treatment_of_department,千里光片
小儿急性阑尾炎,Treatment_of_department,阑尾消炎片
急性淋巴管炎,Treatment_of_department,头孢克洛缓释片
急性淋巴管炎,Treatment_of_department,头孢地尼分散片
急性淋巴管炎,Treatment_of_department,羟布宗片
胫腓骨骨折,Treatment_of_department,骨康胶囊
胫腓骨骨折,Treatment_of_department,伸筋丹胶囊
胫腓骨骨折,Treatment_of_department,无敌丹胶囊
跟腱后滑囊炎,Treatment_of_department,双氯芬酸钠缓释片
输尿管结石,Treatment_of_department,消石片
输尿管结石,Treatment_of_department,肾石通颗粒
输尿管结石,Treatment_of_department,尿石通丸
蛛网膜下腔出血,Treatment_of_department,尼莫地平片
蛛网膜下腔出血,Treatment_of_department,尼莫地平注射液
蛛网膜下腔出血,Treatment_of_department,复方芦丁片
网球肘,Treatment_of_department,双氯芬酸二乙胺
网球肘,Treatment_of_department,复方水杨酸甲酯苯海拉明喷雾剂
网球肘,Treatment_of_department,洛索洛芬钠片
血尿,Treatment_of_department,结石通片
血尿,Treatment_of_department,二十八味槟榔丸
血尿,Treatment_of_department,黄葵胶囊
胸膜炎,Treatment_of_department,注射用头孢他啶
胸膜炎,Treatment_of_department,利福喷丁胶囊
胸膜炎,Treatment_of_department,氢化可的松
耻骨炎,Treatment_of_department,云南白药胶囊
耻骨炎,Treatment_of_department,活血止痛散
耻骨炎,Treatment_of_department,骨筋丸胶囊
浆细胞性乳腺炎,Treatment_of_department,盐酸左氧氟沙星胶囊
浆细胞性乳腺炎,Treatment_of_department,乳宁片
股骨粗隆间骨折,Treatment_of_department,骨康胶囊
股骨粗隆间骨折,Treatment_of_department,角度型接骨板系统
股骨粗隆间骨折,Treatment_of_department,伸筋丹胶囊
脉管炎,Treatment_of_department,碳酸钙D3片
脉管炎,Treatment_of_department,多维元素片(29)
脉管炎,Treatment_of_department,感冒灵颗粒
肛周湿疹,Treatment_of_department,当归苦参丸
肛周湿疹,Treatment_of_department,马应龙麝香痔疮膏
肛周湿疹,Treatment_of_department,冰黄肤乐软膏
急性心肌梗死,Treatment_of_department,硫酸氢氯吡格雷片
急性心肌梗死,Treatment_of_department,果糖二磷酸钠胶囊
急性心肌梗死,Treatment_of_department,单硝酸异山梨酯胶囊
睾丸扭转,Treatment_of_department,二十八味槟榔丸
睾丸扭转,Treatment_of_department,黄体酮胶丸
跖疣,Treatment_of_department,疣体剥离刀
慢性肝炎,Treatment_of_department,强肝胶囊
慢性肝炎,Treatment_of_department,复方鳖甲软肝片
慢性肝炎,Treatment_of_department,拉米夫定片
外痔,Treatment_of_department,化痔栓
外痔,Treatment_of_department,化痔灵片
外痔,Treatment_of_department,肛泰
乳腺囊性增生症,Treatment_of_department,乳癖消贴膏
乳腺囊性增生症,Treatment_of_department,乳增宁片
乳腺囊性增生症,Treatment_of_department,乳块消胶囊
气胸,Treatment_of_department,止咳丸
气胸,Treatment_of_department,冠心苏合胶囊
气胸,Treatment_of_department,复方丹参滴丸
肛周脓肿,Treatment_of_department,甲磺酸左氧氟沙星片
肛周脓肿,Treatment_of_department,乳酸左氧氟沙星片
肛周脓肿,Treatment_of_department,盐酸左氧氟沙星片
肝胆管结石,Treatment_of_department,胆石片
肝胆管结石,Treatment_of_department,胆康片
肝胆管结石,Treatment_of_department,排石利胆胶囊
肛管癌,Treatment_of_department,注射用雷替曲塞
肛管癌,Treatment_of_department,康艾注射液
肛门外伤,Treatment_of_department,碳酸钙D3片
肛门外伤,Treatment_of_department,多维元素片(29)
肛门外伤,Treatment_of_department,感冒灵颗粒
鼻息肉,Treatment_of_department,布地奈德鼻喷雾剂
鼻息肉,Treatment_of_department,鼻炎通喷雾剂
鼻息肉,Treatment_of_department,七叶皂苷钠片
内痔,Treatment_of_department,三七化痔丸
内痔,Treatment_of_department,肛泰栓
内痔,Treatment_of_department,肛泰
肛周炎,Treatment_of_department,头孢泊肟酯胶囊
肛周炎,Treatment_of_department,京万红痔疮膏
肛周炎,Treatment_of_department,头孢泊肟酯片
尿道狭窄,Treatment_of_department,盐酸黄酮哌酯片
尿道狭窄,Treatment_of_department,注射用头孢哌酮钠舒巴坦钠
脊髓空洞症,Treatment_of_department,巴氯芬片
脊髓空洞症,Treatment_of_department,甲钴胺片
脊髓空洞症,Treatment_of_department,天麻素片
鼠标手,Treatment_of_department,通络开痹片
鼠标手,Treatment_of_department,辣椒风湿膏
骨盆骨折,Treatment_of_department,水解蛋白口服溶液
骨盆骨折,Treatment_of_department,骨康胶囊
骨盆骨折,Treatment_of_department,麝香接骨胶囊
颈椎间盘突出症,Treatment_of_department,骨刺宁胶囊
颈椎间盘突出症,Treatment_of_department,藤黄健骨丸
颈椎间盘突出症,Treatment_of_department,当归拈痛丸
腺性膀胱炎,Treatment_of_department,银花泌炎灵片
腺性膀胱炎,Treatment_of_department,阿莫西林双氯西林钠胶囊
腺性膀胱炎,Treatment_of_department,复方石韦胶囊
食管压迫型颈椎病,Treatment_of_department,颈复康颗粒
食管压迫型颈椎病,Treatment_of_department,骨筋丸胶囊
乳糜尿,Treatment_of_department,伊维菌素胶囊
乳糜尿,Treatment_of_department,伊维菌素片
乳糜尿,Treatment_of_department,五淋化石丸
结核性腹膜炎,Treatment_of_department,磷霉素钙胶囊
结核性腹膜炎,Treatment_of_department,大黄虫丸
结核性腹膜炎,Treatment_of_department,氟康唑片
脊柱炎,Treatment_of_department,双氯芬酸钠缓释胶囊
脊柱炎,Treatment_of_department,双氯芬酸钠缓释片
脊柱炎,Treatment_of_department,美洛昔康片
第三腰椎横突综合征,Treatment_of_department,骨刺消痛液
第三腰椎横突综合征,Treatment_of_department,骨筋丸胶囊
下肢静脉血栓,Treatment_of_department,脉络舒通颗粒
下肢静脉血栓,Treatment_of_department,右旋糖酐40葡萄糖注射液
下肢静脉血栓,Treatment_of_department,脉络舒通丸
门静脉高压,Treatment_of_department,带有推送系统的支架(TIPS支架和静脉支架)
门静脉高压,Treatment_of_department,门冬氨酸钾镁片
门静脉高压,Treatment_of_department,甘草甜素片
肠套叠,Treatment_of_department,胆汁槟榔维B1胶囊
肠套叠,Treatment_of_department,枸橼酸莫沙必利分散片
肠套叠,Treatment_of_department,一次性使用可视微创肛肠吻合器及辅件
阵发性室上性心动过速,Treatment_of_department,盐酸莫雷西嗪片
阵发性室上性心动过速,Treatment_of_department,珊瑚七十味丸
阵发性室上性心动过速,Treatment_of_department,盐酸胺碘酮片
小儿肠套叠,Treatment_of_department,电脑遥控灌肠整复仪
小儿肠套叠,Treatment_of_department,甲磺酸培氟沙星
小儿肠套叠,Treatment_of_department,注射用甲磺酸培氟沙星
淋巴水肿,Treatment_of_department,空气波压力治疗仪
淋巴水肿,Treatment_of_department,呋塞米片
淋巴水肿,Treatment_of_department,呋塞米注射液
脑血栓形成,Treatment_of_department,银杏达莫注射液
脑血栓形成,Treatment_of_department,注射用盐酸川芎嗪
脑血栓形成,Treatment_of_department,脑安颗粒
椎管狭窄,Treatment_of_department,己酮可可碱肠溶片
椎管狭窄,Treatment_of_department,腰痛宁胶囊
椎管狭窄,Treatment_of_department,丹鹿通督片
房间隔缺损,Treatment_of_department,房间隔缺损封堵器
房间隔缺损,Treatment_of_department,七叶神安片
房间隔缺损,Treatment_of_department,黄芪颗粒
膝关节创伤性滑膜炎,Treatment_of_department,膝关节拔罐器
膝关节创伤性滑膜炎,Treatment_of_department,双氯芬酸钠缓释片
膝关节创伤性滑膜炎,Treatment_of_department,布洛芬缓释胶囊
跟骨骨折,Treatment_of_department,直型接骨板
跟骨骨折,Treatment_of_department,独一味胶囊
跟骨骨折,Treatment_of_department,骨康胶囊
慢性心力衰竭,Treatment_of_department,芪苈强心胶囊
慢性心力衰竭,Treatment_of_department,硝酸异山梨酯片
慢性心力衰竭,Treatment_of_department,琥珀酸美托洛尔缓释片
静脉血栓形成,Treatment_of_department,双嘧达莫片
静脉血栓形成,Treatment_of_department,华法林钠片
胆总管结石,Treatment_of_department,十五味赛尔斗丸
胆总管结石,Treatment_of_department,胆舒胶囊
胆总管结石,Treatment_of_department,复方胆通片
烟雾病,Treatment_of_department,硝酸甘油气雾剂
跟腱炎,Treatment_of_department,气压弹道式体外冲击波治疗仪
跟腱炎,Treatment_of_department,体外冲击波治疗仪
扩张型心肌病,Treatment_of_department,盐酸地尔硫片
扩张型心肌病,Treatment_of_department,心荣颗粒
扩张型心肌病,Treatment_of_department,免疫定量分析仪
肺不张,Treatment_of_department,一次性使用无菌胸腔引流导管
肺不张,Treatment_of_department,一次性使用呼吸面罩
尿路梗阻,Treatment_of_department,翁沥通胶囊
尿路梗阻,Treatment_of_department,萘哌地尔片
尿路梗阻,Treatment_of_department,复方雪参胶囊
胃穿孔,Treatment_of_department,穿孔针
胃穿孔,Treatment_of_department,盐酸林可霉素滴耳液
二尖瓣狭窄,Treatment_of_department,乙酰水杨酸孕烯诺龙片
二尖瓣狭窄,Treatment_of_department,水杨酸钠片
二尖瓣狭窄,Treatment_of_department,注射用硝普钠
单纯性乳腺增生症,Treatment_of_department,乳增宁片
单纯性乳腺增生症,Treatment_of_department,乳增宁胶囊
单纯性乳腺增生症,Treatment_of_department,乳核散结片
血管损伤,Treatment_of_department,胞磷胆碱钠胶囊
血管损伤,Treatment_of_department,肾上腺色腙片
血管损伤,Treatment_of_department,脑蛋白水解物口服液
射精障碍,Treatment_of_department,右归丸
射精障碍,Treatment_of_department,盐酸达泊西汀片
尿道下裂,Treatment_of_department,甘氨酸冲洗液
压力性尿失禁,Treatment_of_department,男性经闭孔吊带
压力性尿失禁,Treatment_of_department,神经和肌肉刺激仪
压力性尿失禁,Treatment_of_department,低频神经肌肉治疗仪
阵发性室性心动过速,Treatment_of_department,心肝宝胶囊
阵发性室性心动过速,Treatment_of_department,珊瑚七十味丸
阵发性室性心动过速,Treatment_of_department,盐酸胺碘酮片
腹股沟疝,Treatment_of_department,疝气治疗带
腹股沟疝,Treatment_of_department,聚丙烯单纤丝修补网
腰部慢性劳损,Treatment_of_department,活血止痛胶囊
腰部慢性劳损,Treatment_of_department,至宝三鞭丸
腰部慢性劳损,Treatment_of_department,云南白药气雾剂
结肠过敏症,Treatment_of_department,鞣酸苦参碱胶囊
结肠过敏症,Treatment_of_department,复方谷氨酰胺肠溶胶囊
乳头炎和乳晕炎,Treatment_of_department,合成鱼腥草素片
乳头炎和乳晕炎,Treatment_of_department,妇科千金片
高血压脑病,Treatment_of_department,硫酸镁
高血压脑病,Treatment_of_department,芦丁片
高血压脑病,Treatment_of_department,复方芦丁片
全身黏液性水肿,Treatment_of_department,甲巯咪唑片
全身黏液性水肿,Treatment_of_department,阿替洛尔片
卟啉病,Treatment_of_department,注射用厄他培南
卟啉病,Treatment_of_department,半导体激光治疗仪
甲状腺囊肿,Treatment_of_department,一次性使用活检针
新生儿颅内出血,Treatment_of_department,维生素K1注射液
新生儿颅内出血,Treatment_of_department,注射用氨甲环酸
甲状腺功能正常的甲状腺肿大,Treatment_of_department,碘
甲状腺功能正常的甲状腺肿大,Treatment_of_department,左甲状腺素钠片
甲状腺功能正常的甲状腺肿大,Treatment_of_department,夏枯草膏
胶样粟丘疹,Treatment_of_department,维生素C片
病态窦房结综合征,Treatment_of_department,参仙升脉口服液
病态窦房结综合征,Treatment_of_department,心肝宝胶囊
病态窦房结综合征,Treatment_of_department,宁心宝胶囊
荨麻疹性血管炎,Treatment_of_department,抗C1q抗体IgG测定试剂盒(酶免法)
荨麻疹性血管炎,Treatment_of_department,醋酸泼尼松片
荨麻疹性血管炎,Treatment_of_department,马栗种子提取物片
急性化脓性乳腺炎,Treatment_of_department,点舌丸
急性化脓性乳腺炎,Treatment_of_department,了哥王片
急性化脓性乳腺炎,Treatment_of_department,头孢泊肟酯片
痒性紫癜,Treatment_of_department,升血小板胶囊
痒性紫癜,Treatment_of_department,维生素C咀嚼片
痒性紫癜,Treatment_of_department,转移因子胶囊
腹主动脉瘤,Treatment_of_department,酒石酸美托洛尔片
腹主动脉瘤,Treatment_of_department,腹主动脉瘤支架系统
腹主动脉瘤,Treatment_of_department,注射用硝普钠
肠道息肉病,Treatment_of_department,酚磺乙胺
转移性肝癌,Treatment_of_department,消癌平糖浆
转移性肝癌,Treatment_of_department,固元片
转移性肝癌,Treatment_of_department,注射用盐酸表柔比星
头皮脓疱糜烂性皮病,Treatment_of_department,硼酸洗液
头皮脓疱糜烂性皮病,Treatment_of_department,丙酸氯倍他索乳膏
脊柱裂,Treatment_of_department,保泰松片
脊柱裂,Treatment_of_department,叶酸片
隐性脊柱裂,Treatment_of_department,红霉素
隐性脊柱裂,Treatment_of_department,阿莫西林
心律不齐,Treatment_of_department,养心定悸口服液
心律不齐,Treatment_of_department,复方八维甲睾酮胶囊
心律不齐,Treatment_of_department,参松养心胶囊
动脉导管未闭,Treatment_of_department,卡托普利片
动脉导管未闭,Treatment_of_department,盐酸肼屈嗪片
动脉导管未闭,Treatment_of_department,前列地尔注射液
尺神经损伤,Treatment_of_department,贝诺酯胶囊
尺神经损伤,Treatment_of_department,珊瑚七十味丸
高血压性脑出血,Treatment_of_department,脑血康胶囊
高血压性脑出血,Treatment_of_department,复方三嗪芦丁片
高血压性脑出血,Treatment_of_department,芦丁片
太田痣,Treatment_of_department,翠绿宝石固体激光手术设备
太田痣,Treatment_of_department,溴丙胺太林片
先天性胆道闭锁,Treatment_of_department,胆石通胶囊
先天性胆道闭锁,Treatment_of_department,复方胆通片
高血压脑出血,Treatment_of_department,脑血康胶囊
高血压脑出血,Treatment_of_department,复方三嗪芦丁片
高血压脑出血,Treatment_of_department,芦丁片
海绵状血管瘤,Treatment_of_department,注射用盐酸平阳霉素
腓骨肌萎缩症,Treatment_of_department,硫唑嘌呤片
腓骨肌萎缩症,Treatment_of_department,痹祺胶囊
心衰,Treatment_of_department,马来酸依那普利片
心衰,Treatment_of_department,单硝酸异山梨酯缓释胶囊(Ⅰ)
心衰,Treatment_of_department,益心丸
急性气管－支气管炎,Treatment_of_department,清肺消炎丸
急性气管－支气管炎,Treatment_of_department,盐酸头孢他美酯胶囊
急性气管－支气管炎,Treatment_of_department,清开灵软胶囊
肾小球肾炎,Treatment_of_department,肾炎康复片
肾小球肾炎,Treatment_of_department,复方石韦颗粒
肾小球肾炎,Treatment_of_department,益肾化湿颗粒
软骨瘤,Treatment_of_department,转移因子口服溶液
软骨瘤,Treatment_of_department,那如三味丸
外伤性癫痫,Treatment_of_department,扑米酮片
外伤性癫痫,Treatment_of_department,天麻素注射液
外伤性癫痫,Treatment_of_department,苯妥英钠片
纤维瘤,Treatment_of_department,消乳散结胶囊
纤维瘤,Treatment_of_department,乳癖清胶囊
纤维瘤,Treatment_of_department,乳癖清片
肺腺癌,Treatment_of_department,卡培他滨片
肺腺癌,Treatment_of_department,氟尿嘧啶氯化钠注射液
肾脏损伤,Treatment_of_department,葡萄糖氯化钠注射液
肾脏损伤,Treatment_of_department,百令胶囊
肾脏损伤,Treatment_of_department,荷叶丸
乳腺腺病,Treatment_of_department,达那唑胶囊
乳腺腺病,Treatment_of_department,乳块消胶囊
乳腺腺病,Treatment_of_department,门冬酰胺片
跟骨骨刺综合征,Treatment_of_department,壮腰消痛液
胸椎间盘突出症,Treatment_of_department,洋参保肺口服液
胸椎间盘突出症,Treatment_of_department,腰痛宁胶囊
胸椎间盘突出症,Treatment_of_department,参芍片
结肠瘘,Treatment_of_department,肠内营养乳剂(TP)
结肠瘘,Treatment_of_department,肠内营养混悬液(SP)
髌股关节疼痛,Treatment_of_department,白花油
髌股关节疼痛,Treatment_of_department,舒筋活血片
男性乳房肥大症,Treatment_of_department,芦笋菠萝蛋白酶胶囊
男性乳房肥大症,Treatment_of_department,乳核散结片
肛乳头炎,Treatment_of_department,甲磺酸左氧氟沙星片
肛乳头炎,Treatment_of_department,复方氯己定甲硝唑栓
肛乳头炎,Treatment_of_department,盐酸左氧氟沙星片
先天性髋关节脱位,Treatment_of_department,人工髋关节
先天性髋关节脱位,Treatment_of_department,聚左旋乳酸可吸收骨固定系统
先天性髋关节脱位,Treatment_of_department,磷酸钙涂层人工髋关节
卡波西肉瘤,Treatment_of_department,放线菌素D
卡波西肉瘤,Treatment_of_department,硫酸长春碱
卡波西肉瘤,Treatment_of_department,注射用重组人干扰素α2b(假单胞菌)
妊娠期内胆汁淤积症,Treatment_of_department,熊去氧胆酸
阴囊炎,Treatment_of_department,维生素B2片
尿道上裂,Treatment_of_department,注射用硫酸头孢匹罗
尿道上裂,Treatment_of_department,注射用头孢哌酮钠舒巴坦钠(2:1)
骨关节病,Treatment_of_department,鹿瓜多肽注射液
骨关节病,Treatment_of_department,美洛昔康胶囊
骨关节病,Treatment_of_department,正骨水
先天性巨结肠,Treatment_of_department,氯化钠注射液
先天性巨结肠,Treatment_of_department,葡萄糖氯化钠注射液
先天性巨结肠,Treatment_of_department,甲泼尼龙片
漏斗胸,Treatment_of_department,参芪五味子糖浆
漏斗胸,Treatment_of_department,骨痛灵酊
漏斗胸,Treatment_of_department,漏斗胸矫形系统
股骨颈骨折,Treatment_of_department,独一味胶囊
股骨颈骨折,Treatment_of_department,骨康胶囊
股骨颈骨折,Treatment_of_department,髋关节假体
癌肿性关节炎,Treatment_of_department,西黄丸
癌肿性关节炎,Treatment_of_department,骨肽片
癌肿性关节炎,Treatment_of_department,壮骨麝香止痛膏
小儿脑瘫,Treatment_of_department,单唾液酸四己糖神经节苷脂钠注射液
小儿脑瘫,Treatment_of_department,吡拉西坦片
小儿脑瘫,Treatment_of_department,二维三七桂利嗪胶囊
尿失禁,Treatment_of_department,癃清胶囊
尿失禁,Treatment_of_department,戊酸雌二醇片/雌二醇环丙孕酮片复合包装
尿失禁,Treatment_of_department,盐酸丙哌维林片
疖,Treatment_of_department,消炎片
疖,Treatment_of_department,丹参酮胶囊
疖,Treatment_of_department,龙珠软膏
精囊炎,Treatment_of_department,DND-800系列多效应治疗仪
精囊炎,Treatment_of_department,盐酸米诺环素胶囊
肝血管瘤,Treatment_of_department,伽玛射线立体定向回转聚焦放疗机
肝血管瘤,Treatment_of_department,抗癌平丸
肝血管瘤,Treatment_of_department,马来酸曲美布汀胶囊
乳房湿疹,Treatment_of_department,维生素B6软膏
乳房湿疹,Treatment_of_department,七参连湿疹膏
细菌性前列腺炎,Treatment_of_department,前列舒乐胶囊
细菌性前列腺炎,Treatment_of_department,三金片
细菌性前列腺炎,Treatment_of_department,普适泰片
下肢静脉曲张,Treatment_of_department,迈之灵片
下肢静脉曲张,Treatment_of_department,七叶皂苷钠片
下肢静脉曲张,Treatment_of_department,复方七叶皂苷钠凝胶
鞘膜积液,Treatment_of_department,黄精赞育胶囊
鞘膜积液,Treatment_of_department,维生素B2片
鞘膜积液,Treatment_of_department,生物磁疗疝气袋
胆囊切除术后综合征,Treatment_of_department,利胆排石片
胆囊切除术后综合征,Treatment_of_department,复方醋酸甲羟孕酮胶囊
胆囊切除术后综合征,Treatment_of_department,消炎利胆片
良性前列腺增生,Treatment_of_department,颠茄片
良性前列腺增生,Treatment_of_department,度他雄胺软胶囊
良性前列腺增生,Treatment_of_department,前列舒乐胶囊
霰粒肿,Treatment_of_department,珍珠明目滴眼液
霰粒肿,Treatment_of_department,复方磺胺甲噁唑钠滴眼液
脑震荡,Treatment_of_department,补脑安神片
脑震荡,Treatment_of_department,安神补脑液
脑震荡,Treatment_of_department,七十味珍珠丸
雷诺综合征,Treatment_of_department,卡托普利片
雷诺综合征,Treatment_of_department,卡托普利
雷诺综合征,Treatment_of_department,贝前列素钠片
肝损伤,Treatment_of_department,养肝片
肝损伤,Treatment_of_department,头孢地尼分散片
肝损伤,Treatment_of_department,头孢呋辛酯胶囊
胃息肉,Treatment_of_department,金嗓散结丸
胃息肉,Treatment_of_department,奥美拉唑肠溶胶囊
胃息肉,Treatment_of_department,安中片
急性乳腺炎,Treatment_of_department,了哥王片
急性乳腺炎,Treatment_of_department,蒲公英颗粒
鸡胸,Treatment_of_department,吉祥安坤丸
鸡胸,Treatment_of_department,阿胶牡蛎口服液
鸡胸,Treatment_of_department,强身健脑片
非细菌性前列腺炎,Treatment_of_department,前列通片
非细菌性前列腺炎,Treatment_of_department,前列通瘀胶囊
非细菌性前列腺炎,Treatment_of_department,普适泰片
下肢深静脉血栓形成,Treatment_of_department,羟苯磺酸钙片
下肢深静脉血栓形成,Treatment_of_department,脉络舒通颗粒
下肢深静脉血栓形成,Treatment_of_department,迈之灵片
尿道结石,Treatment_of_department,消石片
尿道结石,Treatment_of_department,尿石通丸
尿道结石,Treatment_of_department,消石胶囊
胆囊结石,Treatment_of_department,胆舒胶囊
胆囊结石,Treatment_of_department,胆舒软胶囊
胆囊结石,Treatment_of_department,胆石片
心脏神经官能症,Treatment_of_department,酒石酸美托洛尔胶囊
心脏神经官能症,Treatment_of_department,酒石酸美托洛尔缓释片
心脏神经官能症,Treatment_of_department,谷维素片
急性胆囊炎,Treatment_of_department,利胆排石片
急性胆囊炎,Treatment_of_department,
急性胆囊炎,Treatment_of_department,消炎利胆片
佝偻病,Treatment_of_department,龙牡壮骨颗粒
佝偻病,Treatment_of_department,牡蛎碳酸钙颗粒
佝偻病,Treatment_of_department,葡萄糖酸钙锌口服溶液
风湿性心脏病,Treatment_of_department,乙酰水杨酸孕烯诺龙片
风湿性心脏病,Treatment_of_department,琥乙红霉素胶囊
风湿性心脏病,Treatment_of_department,利心丸
疝气,Treatment_of_department,保儿安颗粒
疝气,Treatment_of_department,西沙必利片
疝气,Treatment_of_department,复方陈香胃片
阑尾炎,Treatment_of_department,注射用头孢西丁钠
阑尾炎,Treatment_of_department,注射用哌拉西林钠他唑巴坦钠
阑尾炎,Treatment_of_department,清热消炎宁胶囊
膝关节半月板损伤,Treatment_of_department,活血止痛胶囊
膝关节半月板损伤,Treatment_of_department,关节止痛膏
消化性溃疡,Treatment_of_department,泮托拉唑钠肠溶胶囊
消化性溃疡,Treatment_of_department,枸橼酸坦度螺酮胶囊
消化性溃疡,Treatment_of_department,艾司奥美拉唑镁肠溶片
